"replicate","mean_expression_log_cp10k","cell_detection_rate","tnkilc_vs_other_log2_cpm_ratio","standardized_distance_to_frozen","rho"
877,0.184660887144372,0.145921687379252,3.88736230080355,1.03743525450353,0.80091158621037
4024,0.178491376963144,0.135502874624394,3.90909613961662,1.04082315548606,0.761275213416937
1205,0.175437426510271,0.137798298160163,4.03050577514815,1.04221928265019,0.858427136058019
470,0.192136917460769,0.150221476301355,4.0587687589348,1.05036112418407,0.754274634232329
3758,0.179984461573239,0.136854181324854,3.87960964964569,1.05419840292668,0.810379995467251
2050,0.175640260899262,0.140434828241678,4.04584579677969,1.05453322992802,0.769837072851351
7921,0.177962292035862,0.142307026989205,4.10251136188448,1.05499944442275,0.809725265039913
1523,0.178488769453792,0.145926546446855,4.04661086343074,1.05754030451522,0.778298204527713
7423,0.175576180782865,0.135835234848455,3.98661533515344,1.05839700928371,0.746971871773564
3139,0.178062472482389,0.13381434863227,4.10194110913838,1.06266150444777,0.821762232127119
7683,0.18017775613385,0.142011109772168,3.88445027996231,1.06352286384479,0.758051925159276
3007,0.179690967713949,0.142032003762862,4.13520957129627,1.06425576068736,0.818891491022638
4915,0.17676679728583,0.13395040252516,4.07052626597842,1.06436583522725,0.83546120722218
9785,0.18421350438637,0.135565556596476,4.17878154072167,1.06703348610189,0.822064415401274
8318,0.175347804740409,0.138522299233045,3.97262095301609,1.06823695125564,0.763944499005313
855,0.178009544349319,0.145687480320776,3.98201866853109,1.06939722883554,0.703507844174158
4508,0.185354576538924,0.141535407053811,3.84260800511372,1.06984322783844,0.821661504369066
737,0.178732925675584,0.145844428204361,3.95384813457476,1.0764967389603,0.723099393115258
3180,0.184291087129049,0.150104858678878,4.0317999567428,1.07795272527701,0.823827151167183
686,0.179893993925277,0.133362455345169,3.89265343251074,1.08183929068477,0.716300269446753
2889,0.181396306459756,0.147830815040563,3.94371424623202,1.08351037459842,0.756087733877263
167,0.195474760429717,0.142976606504931,3.85185523747079,1.08397898287714,0.736143637782982
6292,0.191622186850147,0.147022752098145,3.87587154046911,1.08530034171589,0.732668530130191
