column,gene,median_crc_2d,rank_strongest_dependency,percentile_strongest_dependency
ORM1 (5004),ORM1,0.0076946600938902,11638.0,37.19913653534809
RTL3 (203430),RTL3,0.0077167369027177,11639.0,37.193739881273615
CES5A (221223),CES5A,0.0077498160758175,11640.0,37.18834322719914
VAMP3 (9341),VAMP3,0.0077505769513938,11641.0,37.18294657312467
KLK9 (284366),KLK9,0.0077512827255034,11642.0,37.17754991905019
TLR6 (10333),TLR6,0.0077806810605102,11643.0,37.17215326497572
TOX3 (27324),TOX3,0.0077917165588603,11644.0,37.16675661090124
TNKS2 (80351),TNKS2,0.0077963030021164,11645.0,37.161359956826765
LALBA (3906),LALBA,0.0078229216121458,11646.0,37.15596330275229
SELENOV (348303),SELENOV,0.0078308781296188,11647.0,37.15056664867782
SLC25A11 (8402),SLC25A11,0.0078337909818715,11648.0,37.14516999460334
ATP2C2 (9914),ATP2C2,0.0078358393998504,11649.0,37.13977334052887
SSNA1 (8636),SSNA1,0.0078658498881265,11650.0,37.134376686454395
BCL2A1 (597),BCL2A1,0.007923701451119,11651.0,37.12898003237992
GABRR2 (2570),GABRR2,0.007935408814304,11652.0,37.12358337830545
STK35 (140901),STK35,0.0079427168389944,11653.0,37.11818672423097
DNAH3 (55567),DNAH3,0.0079533798552697,11654.0,37.1127900701565
C14orf180 (400258),C14orf180,0.0079540330315167,11655.0,37.107393416082026
PROX2 (283571),PROX2,0.0079550050442444,11656.0,37.10199676200756
CCDC33 (80125),CCDC33,0.0079574454063596,11657.0,37.096600107933085
USP40 (55230),USP40,0.0079713164695349,11658.0,37.09120345385861
ZNF813 (126017),ZNF813,0.0079992610925076,11659.0,37.08580679978414
MYO18B (84700),MYO18B,0.0080310324349371,11660.0,37.08041014570966
PDE7B (27115),PDE7B,0.008052899603866,11661.0,37.07501349163519
VPS13A (23230),VPS13A,0.008082274469585,11662.0,37.069616837560716
ACOT11 (26027),ACOT11,0.0080830481701975,11663.0,37.06422018348624
SIRPG (55423),SIRPG,0.00808654879249515,11664.0,37.05882352941177
NUPR1 (26471),NUPR1,0.0081060805812636,11665.0,37.053426875337294
SLC7A3 (84889),SLC7A3,0.0081231427734495,11666.0,37.04803022126282
CLK3 (1198),CLK3,0.0081428054113195,11667.0,37.042633567188346
SHB (6461),SHB,0.0081511169609167,11668.0,37.03723691311387
CRIM1 (51232),CRIM1,0.0081514506464455,11669.0,37.03184025903939
IL22 (50616),IL22,0.008163454681507,11670.0,37.02644360496492
CHIA (27159),CHIA,0.0081669831641874,11671.0,37.021046950890444
FN3KRP (79672),FN3KRP,0.0081714367433255,11672.0,37.01565029681597
PATJ (10207),PATJ,0.0081972608146554,11673.0,37.010253642741496
SERTAD2 (9792),SERTAD2,0.0082187409435678,11674.0,37.00485698866702
ZNF529 (57711),ZNF529,0.0082221196926539,11675.0,36.99946033459255
PRSS1 (5644),PRSS1,0.0082397373377403,11676.0,36.994063680518074
PLEKHS1 (79949),PLEKHS1,0.0082551700918183,11677.0,36.9886670264436
ACVR1 (90),ACVR1,0.0082724703249832,11678.0,36.98327037236913
PLAU (5328),PLAU,0.0082871567355118,11679.0,36.97787371829466
CYTH1 (9267),CYTH1,0.0083134221745899,11680.0,36.972477064220186
FOXP1 (27086),FOXP1,0.00832264736912,11681.0,36.96708041014571
PSIP1 (11168),PSIP1,0.0083941444940453,11682.0,36.96168375607124
PARP12 (64761),PARP12,0.0084014647087169,11683.0,36.956287101996764
NCEH1 (57552),NCEH1,0.008417097526168,11684.0,36.95089044792229
TSPYL1 (7259),TSPYL1,0.0084214351402552,11685.0,36.94549379384782
AGPAT3 (56894),AGPAT3,0.008448015197931,11686.0,36.94009713977334
FAM170A (340069),FAM170A,0.0084559246559308,11687.0,36.93470048569887
FAR1 (84188),FAR1,0.0084719206014832,11688.0,36.929303831624395
PRRX1 (5396),PRRX1,0.0084771644179348,11689.0,36.92390717754992
CIMAP1B (440836),CIMAP1B,0.0084816554016066,11690.0,36.91851052347545
SPESP1 (246777),SPESP1,0.0084886004187999,11691.0,36.91311386940097
S100A13 (6284),S100A13,0.0085183614695477,11692.0,36.9077172153265
LKAAEAR1 (198437),LKAAEAR1,0.0085371202983275,11693.0,36.902320561252026
KLF3 (51274),KLF3,0.00854602070012,11694.0,36.896923907177545
MUC16 (94025),MUC16,0.0085463380004015,11695.0,36.89152725310307
ADAMTS15 (170689),ADAMTS15,0.0085947440850612,11696.0,36.8861305990286
SPINK7 (84651),SPINK7,0.0086046906027798,11697.0,36.88073394495412
ADH1B (125),ADH1B,0.0086394843329411,11698.0,36.87533729087965
USP14 (9097),USP14,0.0086468539098772,11699.0,36.869940636805175
RORA (6095),RORA,0.0086498306143361,11700.0,36.8645439827307
GALR2 (8811),GALR2,0.0086685721445182,11701.0,36.85914732865623
SEC23B (10483),SEC23B,0.0086766518864825,11702.0,36.85375067458176
ZNF613 (79898),ZNF613,0.0086894385739225,11703.0,36.84835402050729
LBP (3929),LBP,0.008693069442379,11704.0,36.84295736643281
CDK20 (23552),CDK20,0.0087049591941567,11705.0,36.83756071235834
MAPRE2 (10982),MAPRE2,0.0087298873664679,11706.0,36.832164058283865
EN1 (2019),EN1,0.0087424955045122,11707.0,36.82676740420939
CDH22 (64405),CDH22,0.0087892810364492,11708.0,36.82137075013492
LEPROT (54741),LEPROT,0.0087958631465663,11709.0,36.815974096060444
LRRC23 (10233),LRRC23,0.0088029928394326,11710.0,36.81057744198597
NMNAT2 (23057),NMNAT2,0.0088052130521164,11711.0,36.805180787911496
PCDHB10 (56126),PCDHB10,0.0088341453593261,11712.0,36.79978413383702
IMMP1L (196294),IMMP1L,0.0088400385947075,11713.0,36.79438747976255
LRRTM2 (26045),LRRTM2,0.0088644394544316,11714.0,36.788990825688074
ISX (91464),ISX,0.0088647024982501,11715.0,36.7835941716136
C11orf42 (160298),C11orf42,0.008868825272362,11716.0,36.77819751753913
ARHGAP25 (9938),ARHGAP25,0.0088698826322329,11717.0,36.77280086346465
PTTG2 (10744),PTTG2,0.0088772272258177,11718.0,36.76740420939018
GALT (2592),GALT,0.0088791075474361,11719.0,36.7620075553157
AQP3 (360),AQP3,0.008882914555976,11720.0,36.756610901241224
LRRC14B (389257),LRRC14B,0.0088864855301642,11721.0,36.75121424716675
KIF3B (9371),KIF3B,0.0088987326046018,11722.0,36.745817593092276
OR2M3 (127062),OR2M3,0.00893505016205,11723.0,36.7404209390178
TAS2R4 (50832),TAS2R4,0.0089364356749283,11724.0,36.73502428494334
IL1R2 (7850),IL1R2,0.0089396543426157,11725.0,36.72962763086887
NXPH3 (11248),NXPH3,0.0089446236098352,11726.0,36.724230976794395
IBTK (25998),IBTK,0.0089676786073085,11727.0,36.718834322719914
ZNF343 (79175),ZNF343,0.0089843623438059,11728.0,36.71343766864544
ZSWIM6 (57688),ZSWIM6,0.008996313540807,11729.0,36.708041014570966
CDYL2 (124359),CDYL2,0.0090002288495078,11730.0,36.70264436049649
RINL (126432),RINL,0.0090212282511208,11731.0,36.69724770642202
TRIM27 (5987),TRIM27,0.0090250006610271,11732.0,36.691851052347545
CLDN18 (51208),CLDN18,0.0090538487816324,11733.0,36.68645439827307
TRPC6 (7225),TRPC6,0.0090892791216265,11734.0,36.6810577441986
PCDHGB4 (8641),PCDHGB4,0.0091113204688762,11735.0,36.67566109012412
KRTAP1-3 (81850),KRTAP1-3,0.0091410487189943,11736.0,36.67026443604965
S100A8 (6279),S100A8,0.0091716737187091,11737.0,36.664867781975175
TICAM1 (148022),TICAM1,0.0091777742397142,11738.0,36.6594711279007
POLDIP3 (84271),POLDIP3,0.0092019015041652,11739.0,36.65407447382623
SPATA16 (83893),SPATA16,0.0092027102297026,11740.0,36.648677819751754
ETV5 (2119),ETV5,0.0092079652937781,11741.0,36.64328116567728
APOL1 (8542),APOL1,0.0092389921187957,11742.0,36.637884511602806
ZNF419 (79744),ZNF419,0.0092461503778486,11743.0,36.63248785752833
CSF1R (1436),CSF1R,0.0093243785279993,11744.0,36.62709120345385
FOXO4 (4303),FOXO4,0.0093322239391174,11745.0,36.62169454937938
LDB2 (9079),LDB2,0.0093423621602369,11746.0,36.6162978953049
ZBTB32 (27033),ZBTB32,0.0093521693984451,11747.0,36.610901241230444
ARHGAP24 (83478),ARHGAP24,0.0093656831110148,11748.0,36.60550458715597
OR9G4 (283189),OR9G4,0.0093739271793412,11749.0,36.600107933081496
UBE2Q2 (92912),UBE2Q2,0.0093877700915943,11750.0,36.59471127900702
CNTFR (1271),CNTFR,0.009393512688056,11751.0,36.58931462493255
CLDN10 (9071),CLDN10,0.0094123604197914,11752.0,36.58391797085807
OR2A12 (346525),OR2A12,0.0094450314363339,11753.0,36.57852131678359
FNDC3A (22862),FNDC3A,0.0094657213305838,11754.0,36.57312466270912
DMXL2 (23312),DMXL2,0.0094668311069945,11755.0,36.567728008634646
KIF3C (3797),KIF3C,0.0094713243194043,11756.0,36.56233135456017
APOL2 (23780),APOL2,0.0094722955655921,11757.0,36.5569347004857
TSPAN32 (10077),TSPAN32,0.009498509690107,11758.0,36.551538046411224
CBLN4 (140689),CBLN4,0.009596410034441,11759.0,36.54614139233675
ANGPTL3 (27329),ANGPTL3,0.0096064259580801,11760.0,36.540744738262276
ZNF282 (8427),ZNF282,0.0096104029952594,11761.0,36.5353480841878
MLLT11 (10962),MLLT11,0.0096180927667175,11762.0,36.52995143011333
DEFB136 (613210),DEFB136,0.0096311417456562,11763.0,36.524554776038855
GTF2IRD1 (9569),GTF2IRD1,0.0096347379212934,11764.0,36.51915812196438
KCNH1 (3756),KCNH1,0.0096707531315048,11765.0,36.51376146788991
SH3RF3 (344558),SH3RF3,0.0096889793500659,11766.0,36.50836481381543
OTOL1 (131149),OTOL1,0.0096911134291747,11767.0,36.50296815974096
PHYHIPL (84457),PHYHIPL,0.0096998081019395,11768.0,36.497571505666485
PAM (5066),PAM,0.009704507451425,11769.0,36.492174851592004
HELB (92797),HELB,0.0097674186070016,11770.0,36.486778197517545
LTA4H (4048),LTA4H,0.0097801633881105,11771.0,36.48138154344307
CTXN3 (613212),CTXN3,0.0098078374239095,11772.0,36.4759848893686
CCDC171 (203238),CCDC171,0.0098254831772985,11773.0,36.47058823529412
PGF (5228),PGF,0.0098642028512271,11774.0,36.46519158121965
SCGB1D4 (404552),SCGB1D4,0.0098995371115872,11775.0,36.459794927145175
TRAM2 (9697),TRAM2,0.0099094460483844,11776.0,36.4543982730707
TREM1 (54210),TREM1,0.0099351993259171,11777.0,36.44900161899622
NHLRC3 (387921),NHLRC3,0.0099773494563098,11778.0,36.44360496492175
ZNF737 (100129842),ZNF737,0.0099919212023703,11779.0,36.43820831084727
ERP27 (121506),ERP27,0.0099967820716151,11780.0,36.4328116567728
PBX1 (5087),PBX1,0.0100090309236042,11781.0,36.427415002698325
OSGIN2 (734),OSGIN2,0.0100130477300538,11782.0,36.42201834862385
NEXN (91624),NEXN,0.0100130782895727,11783.0,36.41662169454938
CKAP4 (10970),CKAP4,0.0100205889616286,11784.0,36.4112250404749
SLC17A3 (10786),SLC17A3,0.0100809581131281,11785.0,36.40582838640043
IRX5 (10265),IRX5,0.01008569533084,11786.0,36.400431732325956
PLXNC1 (10154),PLXNC1,0.0100979717833923,11787.0,36.39503507825148
CREG2 (200407),CREG2,0.0101029874003091,11788.0,36.38963842417701
ARPC1A (10552),ARPC1A,0.0101127653933166,11789.0,36.384241770102534
SETD6 (79918),SETD6,0.0101241770389996,11790.0,36.37884511602806
GALNT2 (2590),GALNT2,0.0101433919178475,11791.0,36.373448461953586
SC5D (6309),SC5D,0.010164432637409,11792.0,36.36805180787912
INSYN1 (388135),INSYN1,0.0102188604177229,11793.0,36.362655153804646
SCAMP4 (113178),SCAMP4,0.010220951843581,11794.0,36.35725849973017
CNDP2 (55748),CNDP2,0.0102481777159598,11795.0,36.3518618456557
ADGRB1 (575),ADGRB1,0.0102784440193663,11796.0,36.346465191581224
GSG1L (146395),GSG1L,0.0102843739838883,11797.0,36.34106853750675
SUMO4 (387082),SUMO4,0.0103069059641288,11798.0,36.335671883432276
SEC22C (9117),SEC22C,0.0103125726371878,11799.0,36.3302752293578
NUAK2 (81788),NUAK2,0.0103134600089922,11800.0,36.32487857528333
FZD3 (7976),FZD3,0.0103203725836044,11801.0,36.319481921208855
ZNF510 (22869),ZNF510,0.0103303134348552,11802.0,36.314085267134374
NR2E1 (7101),NR2E1,0.0103421687386294,11803.0,36.3086886130599
TDO2 (6999),TDO2,0.0103490773045103,11804.0,36.303291958985426
DHX32 (55760),DHX32,0.0103734807227326,11805.0,36.29789530491095
EEF1AKMT1 (221143),EEF1AKMT1,0.0103962068716357,11806.0,36.29249865083648
MUC21 (394263),MUC21,0.0103978926075719,11807.0,36.287101996762004
SORCS3 (22986),SORCS3,0.0104034841961538,11808.0,36.28170534268753
BATF (10538),BATF,0.0104038264932837,11809.0,36.27630868861306
NUDT2 (318),NUDT2,0.0104153900008456,11810.0,36.27091203453858
CNR2 (1269),CNR2,0.0104438333346432,11811.0,36.26551538046411
SLC39A4 (55630),SLC39A4,0.0104561864989155,11812.0,36.260118726389635
SFXN1 (94081),SFXN1,0.0104562535171836,11813.0,36.25472207231516
TMEM175 (84286),TMEM175,0.010469573375644,11814.0,36.24932541824069
ANKIB1 (54467),ANKIB1,0.0104749551733845,11815.0,36.24392876416622
FSCN3 (29999),FSCN3,0.0105132253687733,11816.0,36.23853211009175
ENG (2022),ENG,0.0105551858609601,11817.0,36.23313545601727
HACD1 (9200),HACD1,0.0105579894460805,11818.0,36.2277388019428
SLFN12L (100506736),SLFN12L,0.010558987389774,11819.0,36.222342147868325
INA (9118),INA,0.0105641914507188,11820.0,36.21694549379385
AEN (64782),AEN,0.010578360163541,11821.0,36.21154883971938
CD3E (916),CD3E,0.0105868912341574,11822.0,36.2061521856449
CXCL10 (3627),CXCL10,0.0106031893082251,11823.0,36.20075553157043
KDM1B (221656),KDM1B,0.0106059397535085,11824.0,36.195358877495956
RNASE7 (84659),RNASE7,0.0106068729160619,11825.0,36.18996222342148
PIGZ (80235),PIGZ,0.0106302992070326,11826.0,36.18456556934701
AMACR (23600),AMACR,0.0106512249741749,11827.0,36.17916891527253
HHATL (57467),HHATL,0.0106819196775306,11828.0,36.17377226119805
B3GNT8 (374907),B3GNT8,0.0107044293834927,11829.0,36.16837560712358
HINT3 (135114),HINT3,0.0107171579663641,11830.0,36.162978953049105
TNFSF8 (944),TNFSF8,0.0107189469176867,11831.0,36.15758229897463
ADGRG1 (9289),ADGRG1,0.0107351294849964,11832.0,36.15218564490016
UBAC1 (10422),UBAC1,0.0107383440792552,11833.0,36.146788990825684
HTR1F (3355),HTR1F,0.0107623779643568,11834.0,36.14139233675121
CAMKK1 (84254),CAMKK1,0.0107846108521454,11835.0,36.135995682676736
KREMEN1 (83999),KREMEN1,0.010814444464864,11836.0,36.13059902860226
PRSS38 (339501),PRSS38,0.0108429696008549,11837.0,36.12520237452779
UCKL1 (54963),UCKL1,0.0108481129859945,11838.0,36.11980572045332
TEC (7006),TEC,0.0108581501247306,11839.0,36.11440906637885
TFR2 (7036),TFR2,0.0108730198839283,11840.0,36.109012412304374
ANKRD7 (56311),ANKRD7,0.0108757341516944,11841.0,36.1036157582299
CRY2 (1408),CRY2,0.0108774089939522,11842.0,36.098219104155426
SERP2 (387923),SERP2,0.0108955779354534,11843.0,36.09282245008095
IVNS1ABP (10625),IVNS1ABP,0.0109145589065148,11844.0,36.08742579600648
NKX2-4 (644524),NKX2-4,0.0109328126216677,11845.0,36.082029141932004
TMEM151A (256472),TMEM151A,0.0109381499192136,11846.0,36.07663248785753
REPIN1 (29803),REPIN1,0.0109392748132311,11847.0,36.07123583378306
ALPK1 (80216),ALPK1,0.0109473002648999,11848.0,36.06583917970858
POU2AF1 (5450),POU2AF1,0.0109552977000929,11849.0,36.06044252563411
CAPN2 (824),CAPN2,0.0109660134546744,11850.0,36.055045871559635
ZNF77 (58492),ZNF77,0.0109875578322342,11851.0,36.04964921748516
LINGO4 (339398),LINGO4,0.0109999820750837,11852.0,36.04425256341068
GAS8 (2622),GAS8,0.0110157394915211,11853.0,36.038855909336206
TSPAN7 (7102),TSPAN7,0.0110488744443496,11854.0,36.03345925526173
RAB3IL1 (5866),RAB3IL1,0.0110648204292892,11855.0,36.02806260118726
PLXNB1 (5364),PLXNB1,0.0110779523309624,11856.0,36.022665947112785
NHLRC4 (283948),NHLRC4,0.0110782733885235,11857.0,36.01726929303831
KCNH5 (27133),KCNH5,0.0110938772294164,11858.0,36.01187263896384
PLEKHO2 (80301),PLEKHO2,0.0110986910928121,11859.0,36.00647598488936
TNFAIP1 (7126),TNFAIP1,0.0111238902078667,11860.0,36.0010793308149
NUGGC (389643),NUGGC,0.0111827416477916,11861.0,35.99568267674043
PDK1 (5163),PDK1,0.0111976270667418,11862.0,35.99028602266595
GDPD4 (220032),GDPD4,0.011208023420478,11863.0,35.984889368591475
BAIAP2L2 (80115),BAIAP2L2,0.0112164763692142,11864.0,35.979492714517
MDM1 (56890),MDM1,0.0112360589225284,11865.0,35.97409606044253
SELENOS (55829),SELENOS,0.0112453227117093,11866.0,35.96869940636805
GPR150 (285601),GPR150,0.0112465895017647,11867.0,35.96330275229358
ZFTA (65998),ZFTA,0.0112481647122348,11868.0,35.957906098219105
DENND1B (163486),DENND1B,0.0112729296175172,11869.0,35.95250944414463
LTC4S (4056),LTC4S,0.0112778390078409,11870.0,35.94711279007016
SLC1A3 (6507),SLC1A3,0.0112836314305404,11871.0,35.941716135995684
ETHE1 (23474),ETHE1,0.0112942217503204,11872.0,35.93631948192121
OMP (4975),OMP,0.0113184724555945,11873.0,35.930922827846736
XIAP (331),XIAP,0.0113190581835427,11874.0,35.92552617377226
KCTD8 (386617),KCTD8,0.0113518062926094,11875.0,35.92012951969779
KLK2 (3817),KLK2,0.0113518595498258,11876.0,35.914732865623314
FAM47C (442444),FAM47C,0.0113671113970493,11877.0,35.90933621154883
IFIT5 (24138),IFIT5,0.0114008070165019,11878.0,35.90393955747436
DCAF4L1 (285429),DCAF4L1,0.0114314708935012,11879.0,35.898542903399886
IGSF9B (22997),IGSF9B,0.0114332744876197,11880.0,35.89314624932541
PLEKHD1 (400224),PLEKHD1,0.0114359629059784,11881.0,35.88774959525094
MAP2K6 (5608),MAP2K6,0.0114456833617681,11882.0,35.882352941176464
VSTM2B (342865),VSTM2B,0.0115010965303588,11883.0,35.876956287102004
C5orf52 (100190949),C5orf52,0.0115845144876393,11884.0,35.87155963302753
FABP12 (646486),FABP12,0.0115852625336489,11885.0,35.86616297895306
FBXO46 (23403),FBXO46,0.0115925261263805,11886.0,35.86076632487858
YWHAB (7529),YWHAB,0.0116084381179356,11887.0,35.8553696708041
AMOTL1 (154810),AMOTL1,0.0116364594118476,11888.0,35.84997301672963
SLC22A6 (9356),SLC22A6,0.011642065664118,11889.0,35.844576362655154
ZNF227 (7770),ZNF227,0.0116558131676998,11890.0,35.83917970858068
NUP42 (11097),NUP42,0.0116578840414157,11891.0,35.833783054506206
TCP11L1 (55346),TCP11L1,0.0116605055646913,11892.0,35.82838640043173
C3 (718),C3,0.0116753490646964,11893.0,35.82298974635726
SLC2A2 (6514),SLC2A2,0.0116786560491314,11894.0,35.817593092282785
C11orf52 (91894),C11orf52,0.011725592246956,11895.0,35.81219643820831
AMDHD1 (144193),AMDHD1,0.0117334049670856,11896.0,35.80679978413384
CIB3 (117286),CIB3,0.0117374678031837,11897.0,35.80140313005936
DZIP3 (9666),DZIP3,0.0117519916287548,11898.0,35.79600647598489
LIPI (149998),LIPI,0.0117545098740666,11899.0,35.790609821910415
MIGA1 (374986),MIGA1,0.0117641819298976,11900.0,35.78521316783594
NHSL3 (57648),NHSL3,0.0117702162173277,11901.0,35.77981651376147
ZFYVE28 (57732),ZFYVE28,0.0117721841535084,11902.0,35.77441985968699
BTN1A1 (696),BTN1A1,0.0117835489293701,11903.0,35.76902320561251
CHDH (55349),CHDH,0.0117975635103524,11904.0,35.76362655153804
MGME1 (92667),MGME1,0.0118013934886833,11905.0,35.758229897463565
CRB1 (23418),CRB1,0.0118365142553634,11906.0,35.752833243389105
CHI3L1 (1116),CHI3L1,0.0118524539777379,11907.0,35.74743658931463
PCBP4 (57060),PCBP4,0.0118708236834401,11908.0,35.74203993524016
UBAP1L (390595),UBAP1L,0.0119160613611993,11909.0,35.736643281165684
METTL21C (196541),METTL21C,0.011963594393907,11910.0,35.73124662709121
FRA10AC1 (118924),FRA10AC1,0.0119767843227357,11911.0,35.725849973016736
FTO (79068),FTO,0.0119864445852757,11912.0,35.720453318942255
ATOX1 (475),ATOX1,0.0119879457783711,11913.0,35.71505666486778
OR10G3 (26533),OR10G3,0.0120570357220036,11914.0,35.70966001079331
RRH (10692),RRH,0.0120627245501027,11915.0,35.70426335671883
CARD6 (84674),CARD6,0.0120728503023028,11916.0,35.69886670264436
SLITRK5 (26050),SLITRK5,0.01208916236154,11917.0,35.693470048569885
CETN2 (1069),CETN2,0.0120902922300728,11918.0,35.68807339449541
XIRP2 (129446),XIRP2,0.0120976415217372,11919.0,35.68267674042094
ZKSCAN7 (55888),ZKSCAN7,0.0120986879598086,11920.0,35.677280086346464
WNT3A (89780),WNT3A,0.012101122346349,11921.0,35.67188343227199
TRIM8 (81603),TRIM8,0.0121146907760938,11922.0,35.666486778197516
ASB10 (136371),ASB10,0.012163375853084,11923.0,35.66109012412304
MMUT (4594),MMUT,0.0121653552257138,11924.0,35.65569347004857
CD8A (925),CD8A,0.0121687221306819,11925.0,35.650296815974094
UBL4A (8266),UBL4A,0.0121906983049548,11926.0,35.64490016189962
MET (4233),MET,0.0121915447728603,11927.0,35.63950350782514
CTSL (1514),CTSL,0.0121988669793929,11928.0,35.63410685375068
NOMO3 (408050),NOMO3,0.012202132583389196,11929.0,35.628710199676206
SPATA7 (55812),SPATA7,0.0122084871052831,11930.0,35.62331354560173
WSB1 (26118),WSB1,0.012210612766576,11931.0,35.61791689152726
PALMD (54873),PALMD,0.012234618237422,11932.0,35.612520237452784
TMEM263 (90488),TMEM263,0.0122413630099752,11933.0,35.60712358337831
PHKA2 (5256),PHKA2,0.0122528515647841,11934.0,35.60172692930384
RBFOX2 (23543),RBFOX2,0.0122674894477385,11935.0,35.59633027522936
TMEM245 (23731),TMEM245,0.0122717922169921,11936.0,35.59093362115489
INHBA (3624),INHBA,0.0122756278303468,11937.0,35.58553696708041
OXCT2 (64064),OXCT2,0.0122828874770479,11938.0,35.580140313005934
CLDND2 (125875),CLDND2,0.0123000974565562,11939.0,35.57474365893146
GLB1L3 (112937),GLB1L3,0.0123014088457339,11940.0,35.569347004856986
PAX7 (5081),PAX7,0.0123074231691171,11941.0,35.56395035078251
OTULIN (90268),OTULIN,0.0123108457989203,11942.0,35.55855369670804
ADAMTS1 (9510),ADAMTS1,0.0123384055645058,11943.0,35.553157042633565
GNPDA1 (10007),GNPDA1,0.0123535934567306,11944.0,35.54776038855909
TSEN15 (116461),TSEN15,0.0123836413005982,11945.0,35.54236373448462
B3GNT7 (93010),B3GNT7,0.0123991376954183,11946.0,35.53696708041014
TM6SF1 (53346),TM6SF1,0.0124085913511735,11947.0,35.53157042633567
CD109 (135228),CD109,0.0124113939093864,11948.0,35.526173772261195
RNF7 (9616),RNF7,0.0124211938948709,11949.0,35.52077711818672
TMEM250 (90120),TMEM250,0.0124430578487751,11950.0,35.51538046411225
AP5Z1 (9907),AP5Z1,0.0124505199269114,11951.0,35.50998381003778
SCARA3 (51435),SCARA3,0.0124595626353135,11952.0,35.50458715596331
WFDC10A (140832),WFDC10A,0.0124754076329853,11953.0,35.49919050188883
TMPRSS3 (64699),TMPRSS3,0.0125121308765183,11954.0,35.49379384781436
KCNK13 (56659),KCNK13,0.0125129426027875,11955.0,35.488397193739885
RNF222 (643904),RNF222,0.0125234404768096,11956.0,35.48300053966541
OR5P2 (120065),OR5P2,0.0125280594359401,11957.0,35.47760388559094
RAB3B (5865),RAB3B,0.0125329755797601,11958.0,35.472207231516464
PTPRM (5797),PTPRM,0.0125330601106528,11959.0,35.46681057744199
NT5C1A (84618),NT5C1A,0.0125390470803804,11960.0,35.461413923367516
BCL10 (8915),BCL10,0.012541099066506,11961.0,35.45601726929304
PGR (5241),PGR,0.0125963503550766,11962.0,35.45062061521856
SFMBT2 (57713),SFMBT2,0.0126067359953938,11963.0,35.44522396114409
SLC45A1 (50651),SLC45A1,0.0126419768364153,11964.0,35.43982730706961
IRF3 (3661),IRF3,0.0126496167532616,11965.0,35.43443065299514
ZNF566 (84924),ZNF566,0.0126553473170034,11966.0,35.429033998920666
HTR1B (3351),HTR1B,0.0126770299145271,11967.0,35.42363734484619
MEFV (4210),MEFV,0.0126778523519767,11968.0,35.41824069077172
CC2D1A (54862),CC2D1A,0.0126794483541122,11969.0,35.412844036697244
MORN3 (283385),MORN3,0.012681100424392,11970.0,35.40744738262277
GSE1 (23199),GSE1,0.0126881132735553,11971.0,35.402050728548296
SERPINA3 (12),SERPINA3,0.0126995368255138,11972.0,35.39665407447382
CCAR2 (57805),CCAR2,0.0127747122901568,11973.0,35.39125742039935
PTPRO (5800),PTPRO,0.0127903498489521,11974.0,35.38586076632488
CCDC60 (160777),CCDC60,0.0127928602537486,11975.0,35.38046411225041
GJA10 (84694),GJA10,0.012807482168431,11976.0,35.375067458175934
ZNF573 (126231),ZNF573,0.0128196858941453,11977.0,35.36967080410146
IFT70B (150737),IFT70B,0.0128318132034954,11978.0,35.364274150026986
ABCA8 (10351),ABCA8,0.0128566560675469,11979.0,35.35887749595251
GDA (9615),GDA,0.0128588399248102,11980.0,35.35348084187804
PZP (5858),PZP,0.0128653083079572,11981.0,35.348084187803565
SORL1 (6653),SORL1,0.0128989511667802,11982.0,35.34268753372909
PCYT1B (9468),PCYT1B,0.0129252328772188,11983.0,35.33729087965462
OR2H1 (26716),OR2H1,0.0129276326506425,11984.0,35.33189422558014
CISD2 (493856),CISD2,0.0129632197044574,11985.0,35.32649757150567
HIRIP3 (8479),HIRIP3,0.0130049574597069,11986.0,35.321100917431195
SERINC5 (256987),SERINC5,0.0130105492245569,11987.0,35.315704263356714
TRIM49B (283116),TRIM49B,0.0130125228541532,11988.0,35.31030760928224
PSME4 (23198),PSME4,0.0130134325065678,11989.0,35.30491095520777
BAIAP2L1 (55971),BAIAP2L1,0.0130180054901923,11990.0,35.29951430113329
MEDAG (84935),MEDAG,0.0130269817632054,11991.0,35.29411764705882
FNDC9 (408263),FNDC9,0.0130335296025024,11992.0,35.288720992984345
IL18RAP (8807),IL18RAP,0.0130553844037728,11993.0,35.28332433890987
OR5K1 (26339),OR5K1,0.0130581959158655,11994.0,35.2779276848354
PBX4 (80714),PBX4,0.0130634739670808,11995.0,35.27253103076092
PWWP3A (84939),PWWP3A,0.0130727383520822,11996.0,35.26713437668646
GPR146 (115330),GPR146,0.0130909503316053,11997.0,35.26173772261198
SLC39A6 (25800),SLC39A6,0.0130972906268113,11998.0,35.25634106853751
BCO2 (83875),BCO2,0.013133675923972,11999.0,35.250944414463035
NEK9 (91754),NEK9,0.0131372393089714,12000.0,35.24554776038856
FHIP2B (64760),FHIP2B,0.013141381187668,12001.0,35.24015110631409
DTX4 (23220),DTX4,0.0131702014295893,12002.0,35.23475445223961
R3HCC1L (27291),R3HCC1L,0.0131798033740448,12003.0,35.22935779816514
PRR14L (253143),PRR14L,0.0131838124953898,12004.0,35.223961144090666
CDC42BPA (8476),CDC42BPA,0.0131855460155561,12005.0,35.21856449001619
GIMAP8 (155038),GIMAP8,0.0131863893293695,12006.0,35.21316783594172
C17orf107 (100130311),C17orf107,0.0132065886981301,12007.0,35.207771181867244
NRCAM (4897),NRCAM,0.0132315745036827,12008.0,35.20237452779277
