k	target_gene	candidate_gene	rank	distance
50	PDCD1	SH2D1B	49	0.6272434721114126
50	PDCD1	CD96	50	0.6314457574022879
50	PDCD1	TRGC1	51	0.6317543817223327
50	PDCD1	TIGIT	52	0.64350323956561
50	PDCD1	ZNF831	53	0.6471573271583324
50	PDCD1	GATA3	54	0.6502826957197592
50	PDCD1	IL26	55	0.6513481123028833
50	PDCD1	TRBV28	56	0.6592820497036203
50	PDCD1	CTSW	57	0.6593309165959703
50	PDCD1	KRT86	58	0.6789101196798194
50	PDCD1	GZMH	59	0.6805249448819027
50	PDCD1	RP11-265P11.2	60	0.6828465702527098
50	PDCD1	TBX21	61	0.6969015365889968
50	PDCD1	ZBED2	62	0.7014210436102046
50	PDCD1	ZNF80	63	0.7024748475732608
50	PDCD1	IFNG	64	0.7075561536176679
50	PDCD1	RP11-222K16.2	65	0.7094987675973696
50	PDCD1	MAL	66	0.7196933758603824
50	PDCD1	CD5	67	0.722881822416393
50	PDCD1	IL22	68	0.7243974039790462
50	PDCD1	SLFN12L	69	0.7271388699411875
50	PDCD1	CD28	70	0.7496804000785595
50	PDCD1	KIR3DL2	71	0.7529531429204622
50	PDCD1	IL17F	72	0.7530218626038784
50	PDCD1	SARDH	73	0.7536239027337397
50	PDCD1	AC133644.2	74	0.7621234935885767
50	PDCD1	CAMK4	75	0.7729582249757008
50	PDCD1	TRDC	76	0.789003873846342
50	PDCD1	RP11-356I2.1	77	0.7956353689152286
50	PDCD1	PRF1	78	0.7963759998324099
50	PDCD1	CD247	79	0.8043153963125366
50	PDCD1	GPR171	80	0.8096725315464819
50	PDCD1	KLRF1	81	0.8164986715885865
50	PDCD1	IL2	82	0.8185901110215749
50	PDCD1	AC013264.2	83	0.8221089822491874
50	PDCD1	GRAP2	84	0.8260115900674067
50	PDCD1	NCR3	85	0.8316701593651101
50	PDCD1	CPA5	86	0.8378862235210685
50	PDCD1	IPCEF1	87	0.8379603635654341
50	PDCD1	SAMD3	88	0.8530095544672825
50	PDCD1	AC017002.1	89	0.8646581873458424
50	PDCD1	RP11-403A21.2	90	0.8708035825338986
50	PDCD1	TRG-AS1	91	0.8893207499426791
50	PDCD1	SYTL3	92	0.8981434390213324
50	PDCD1	NLRC3	93	0.9057286737454845
50	PDCD1	AC069363.1	94	0.9093410986897571
50	PDCD1	TRGV9	95	0.91007095706102
50	PDCD1	KLRD1	96	0.9169505348068266
50	PDCD1	CTD-2288O8.1	97	0.9225459131910755
50	PDCD1	CGA	98	0.9352214952905513
50	PDCD1	KRT81	99	0.9415290985927095
50	PDCD1	SIT1	100	0.9416961548481638
50	HAVCR2	TAGAP	1	0.18756725871396013
50	HAVCR2	SKAP1	2	0.20747608408743862
50	HAVCR2	GIMAP4	3	0.2221252034403915
50	HAVCR2	RP11-138A9.2	4	0.23989139299108794
50	HAVCR2	DOK2	5	0.2506768105899361
50	HAVCR2	ABI3	6	0.25109573823203485
50	HAVCR2	EVI2A	7	0.2526765282850043
50	HAVCR2	EMB	8	0.25549177230608167
50	HAVCR2	ANKRD44	9	0.28523530011608594
50	HAVCR2	FMNL1	10	0.286244782651319
50	HAVCR2	RASSF5	11	0.28667111925499567
50	HAVCR2	LDLRAD4	12	0.28756424686504894
50	HAVCR2	NR3C1	13	0.2911137150543928
50	HAVCR2	ARHGAP30	14	0.2933283314800137
50	HAVCR2	WAS	15	0.2957121606267964
50	HAVCR2	BCL11B	16	0.3185456475207636
50	HAVCR2	LBH	17	0.3210776116651934
50	HAVCR2	MYO1F	18	0.33599624976563847
50	HAVCR2	GPR65	19	0.35015331731409977
50	HAVCR2	AMICA1	20	0.3516163823293571
50	HAVCR2	APBB1IP	21	0.3612610007394874
50	HAVCR2	BIN2	22	0.3828549550639299
50	HAVCR2	RHOH	23	0.38658071133764765
50	HAVCR2	RCSD1	24	0.3886485771784816
50	HAVCR2	DOCK8	25	0.3920977992591387
50	HAVCR2	CMTM3	26	0.39829415013340613
50	HAVCR2	OXNAD1	27	0.39954231916373545
50	HAVCR2	SLFN5	28	0.40365808029345673
50	HAVCR2	TTC39C	29	0.4039412734570717
50	HAVCR2	DEF6	30	0.4107327632476381
50	HAVCR2	AKNA	31	0.41831625693424884
50	HAVCR2	GIMAP7	32	0.4197936931412201
50	HAVCR2	FAM129A	33	0.42426703501836416
50	HAVCR2	MAF	34	0.4249440391314303
50	HAVCR2	MYO1G	35	0.43521261669263356
50	HAVCR2	PIP4K2A	36	0.440741131255714
50	HAVCR2	CHST12	37	0.44474780290000815
50	HAVCR2	APOBEC3C	38	0.4479721773718719
50	HAVCR2	LPXN	39	0.4516940707156933
50	HAVCR2	CYFIP2	40	0.45502327786290486
50	HAVCR2	PDE4D	41	0.4578747541623452
50	HAVCR2	IL10RA	42	0.4579012409785706
50	HAVCR2	CD27	43	0.4657102231872744
50	HAVCR2	SEPT1	44	0.4783867444081009
50	HAVCR2	TRIM22	45	0.48173488127810893
50	HAVCR2	RP11-51J9.5	46	0.48606595638148786
50	HAVCR2	RP11-347P5.1	47	0.4906258207619922
50	HAVCR2	ITGB7	48	0.49829579487237863
50	HAVCR2	BCL2	49	0.49884837852129316
50	HAVCR2	PARP8	50	0.5038557692227076
50	HAVCR2	PBXIP1	51	0.5048884648336923
50	HAVCR2	LCP2	52	0.5081097680986639
50	HAVCR2	TNFRSF25	53	0.5104787064679076
50	HAVCR2	IL16	54	0.5173408337239388
50	HAVCR2	RUNX3	55	0.522964685352456
50	HAVCR2	PTPN7	56	0.5325371156929458
50	HAVCR2	CLIC3	57	0.5358157590178921
50	HAVCR2	ARHGAP15	58	0.5377031361708157
50	HAVCR2	SELPLG	59	0.5433466082403122
50	HAVCR2	TSPYL2	60	0.5489702607006811
50	HAVCR2	CCDC69	61	0.5553770056022344
50	HAVCR2	RIPOR2	62	0.5556699527305435
50	HAVCR2	STK10	63	0.5561271121476952
50	HAVCR2	XXbac-BPG246D15.8	64	0.5579296258526214
50	HAVCR2	PRMT9	65	0.5633551587493054
50	HAVCR2	PIK3IP1	66	0.5666849807970011
50	HAVCR2	AC016831.7	67	0.5732869641343916
50	HAVCR2	SUSD3	68	0.5746381839348719
50	HAVCR2	PDE3B	69	0.5746400196833525
50	HAVCR2	ENTPD1	70	0.5752289450983504
50	HAVCR2	GIMAP2	71	0.5790402879192365
50	HAVCR2	PREX1	72	0.5811332120359767
50	HAVCR2	RNF166	73	0.5918637258035795
50	HAVCR2	FYN	74	0.5955990926420811
50	HAVCR2	SASH3	75	0.5986700627295803
50	HAVCR2	LYST	76	0.6002016671482943
50	HAVCR2	TMC8	77	0.6053173929909471
50	HAVCR2	GBP5	78	0.6119311762545271
50	HAVCR2	GNG2	79	0.6149453106174143
50	HAVCR2	SUPT3H	80	0.61880130472948
50	HAVCR2	GIMAP1	81	0.631600746705374
50	HAVCR2	PARVG	82	0.6362782806267202
50	HAVCR2	ARHGEF3	83	0.6371685507765127
50	HAVCR2	ITGA4	84	0.6390546786932564
50	HAVCR2	MDFIC	85	0.639207079436473
50	HAVCR2	IKZF1	86	0.6432300322754659
50	HAVCR2	SELL	87	0.6470261430945643
50	HAVCR2	ZNF331	88	0.6484914414117366
50	HAVCR2	CYTH4	89	0.6547873953175507
50	HAVCR2	IL27RA	90	0.6555731091755891
50	HAVCR2	SRGAP3	91	0.657353403638479
50	HAVCR2	PRKCH	92	0.66332103096919
50	HAVCR2	CBLB	93	0.665939690350457
50	HAVCR2	CD84	94	0.6685787995614841
50	HAVCR2	SP140	95	0.6700176103986945
50	HAVCR2	ARHGAP9	96	0.6719140781767055
50	HAVCR2	PTPN4	97	0.6726817387101282
50	HAVCR2	RAB8B	98	0.673308747674165
50	HAVCR2	RP5-1171I10.5	99	0.6823256677853657
50	HAVCR2	ETS1	100	0.6860252444820428
50	VSIR	TMX4	1	0.06846310130081301
50	VSIR	MIS18BP1	2	0.119464828425928
50	VSIR	PSMB10	3	0.1213814473892814
50	VSIR	FOXN3	4	0.1278831843487962
50	VSIR	CTC-539A10.4	5	0.13184447632782598
50	VSIR	CD58	6	0.13965633971433306
50	VSIR	HELZ	7	0.14027883969342753
50	VSIR	STARD3NL	8	0.14527762425030472
50	VSIR	LNPEP	9	0.1465080536253501
50	VSIR	FAM104A	10	0.148844284614104
50	VSIR	TNIP2	11	0.15341513907862805
50	VSIR	SFXN1	12	0.1560897349909042
50	VSIR	PLK3	13	0.16113631759340216
50	VSIR	IL6ST	14	0.1614708491963029
50	VSIR	PCID2	15	0.16230050701311488
50	VSIR	DGKZ	16	0.16252484598442815
50	VSIR	AIM1	17	0.16391984569792148
50	VSIR	ZNF791	18	0.16568990637126377
50	VSIR	GPATCH8	19	0.17525366569403067
50	VSIR	MTF2	20	0.17560557804130947
50	VSIR	RSBN1	21	0.17574957810653238
50	VSIR	B3GAT3	22	0.17764199136838058
50	VSIR	DNAJB14	23	0.17875009640758338
50	VSIR	GNPTAB	24	0.17983339218214608
50	VSIR	GYG1	25	0.1845783843851939
50	VSIR	RNF115	26	0.18501600118078926
50	VSIR	NABP1	27	0.1864174933555623
50	VSIR	PRNP	28	0.18752996604484687
50	VSIR	CREBZF	29	0.1881679045911662
50	VSIR	RP11-773D16.1	30	0.19160379498276514
50	VSIR	NSD1	31	0.1922323916257836
50	VSIR	EPS15	32	0.19330889901432166
50	VSIR	ITSN2	33	0.19526742651612272
50	VSIR	C19orf25	34	0.20269869553787667
50	VSIR	TLE4	35	0.20597144068184112
50	VSIR	H2AFX	36	0.20760346807317856
50	VSIR	TRIM38	37	0.20787436371217077
50	VSIR	CBFB	38	0.21086829060886497
50	VSIR	RICTOR	39	0.21099291855595068
50	VSIR	ATF7IP	40	0.21289420654387883
50	VSIR	SPSB3	41	0.21318198153176993
50	VSIR	NECAP2	42	0.21325566095504564
50	VSIR	FAM53C	43	0.21400753893101446
50	VSIR	PDCD7	44	0.21440139559149266
50	VSIR	TLK1	45	0.2147621605618662
50	VSIR	CCNH	46	0.2152606586642643
50	VSIR	PPM1B	47	0.21995966568188688
50	VSIR	LPIN1	48	0.2240282607305292
50	VSIR	MGAT4A	49	0.2260474761449769
50	VSIR	RBM23	50	0.22913410997279984
50	VSIR	SDHAF2	51	0.230242156129623
50	VSIR	EPB41	52	0.23123714604855955
50	VSIR	PPP6R1	53	0.231334624315527
50	VSIR	DNAJC9	54	0.23349687851203293
50	VSIR	RHBDD2	55	0.2345041901914357
50	VSIR	MBP	56	0.2351857488638538
50	VSIR	PKN1	57	0.23626302153569267
50	VSIR	RABGAP1L	58	0.23922499043684106
50	VSIR	CCM2	59	0.24119431065256494
50	VSIR	PNKP	60	0.24204766965306465
50	VSIR	AKIRIN2	61	0.242672541124463
50	VSIR	CHORDC1	62	0.2454304987056011
50	VSIR	CCDC57	63	0.24579144224442698
50	VSIR	CYTH1	64	0.24645900482502947
50	VSIR	GTF2B	65	0.24656909002887703
50	VSIR	PHF11	66	0.24733262239115555
50	VSIR	MXD4	67	0.24809971163090264
50	VSIR	ARRB2	68	0.24834247790424385
50	VSIR	NCK1	69	0.24978004169918802
50	VSIR	AKR1B1	70	0.2508483817078839
50	VSIR	CCDC115	71	0.25100507101590463
50	VSIR	MITD1	72	0.2511788625734483
50	VSIR	SNRNP40	73	0.25181976335969936
50	VSIR	MARCH7	74	0.2525394417815763
50	VSIR	SEC14L1	75	0.25755280230227406
50	VSIR	REST	76	0.25970128832299394
50	VSIR	CRBN	77	0.25983279239649376
50	VSIR	RPA2	78	0.26041648991598715
50	VSIR	TRAF5	79	0.2612177217263108
50	VSIR	STX8	80	0.26291746447119935
50	VSIR	CCSER2	81	0.263033955748547
50	VSIR	LRBA	82	0.2643660134833501
50	VSIR	EXOC7	83	0.2721901216426563
50	VSIR	MECP2	84	0.2726361177885213
50	VSIR	EXOSC1	85	0.2729951150853184
50	VSIR	TRADD	86	0.27303626957222843
50	VSIR	ERICH1	87	0.2740452372246505
50	VSIR	SIRT7	88	0.2771207438517253
50	VSIR	TMEM109	89	0.281199014374071
50	VSIR	FIP1L1	90	0.28191336699705305
50	VSIR	UTRN	91	0.28291979256030564
50	VSIR	FAM195B	92	0.285252442071493
50	VSIR	MPRIP	93	0.28531571798767397
50	VSIR	DEGS1	94	0.2860280117933669
50	VSIR	SF3A2	95	0.28641697705931685
50	VSIR	COQ10B	96	0.29061839539572115
50	VSIR	AP1S2	97	0.291496225372212
50	VSIR	MYLIP	98	0.29157427923045315
50	VSIR	YAF2	99	0.2923591640602311
50	VSIR	MAP2K1	100	0.29270666639994053
50	LAG3	SYTL3	1	0.15252981787747288
50	LAG3	LAT	2	0.23911248694498344
50	LAG3	TBC1D10C	3	0.25779905615993004
50	LAG3	SIT1	4	0.27611647062560035
50	LAG3	HOPX	5	0.33924035877066055
50	LAG3	TNFRSF4	6	0.34826420124887913
50	LAG3	BATF	7	0.36478288661446706
50	LAG3	SH2D2A	8	0.37042217249240894
50	LAG3	RASGRP1	9	0.4287509404917663
50	LAG3	PTPN22	10	0.44616244512879777
50	LAG3	CD6	11	0.45233855064689515
50	LAG3	TRG-AS1	12	0.4525627920135534
50	LAG3	AC133644.2	13	0.46022138882832625
50	LAG3	RASAL3	14	0.46100410860094987
50	LAG3	CD8B	15	0.47395764015914743
50	LAG3	GRAP2	16	0.48076481522283415
50	LAG3	GATA3	17	0.48138189017856653
50	LAG3	IPCEF1	18	0.53420977267781
50	LAG3	STAT4	19	0.5423395584969334
50	LAG3	IKZF3	20	0.5429911232230743
50	LAG3	SPOCK2	21	0.5602470124677912
50	LAG3	ITK	22	0.5712859677739729
50	LAG3	SCML4	23	0.5716363618309552
50	LAG3	TRAF3IP3	24	0.5779309403237607
50	LAG3	MIAT	25	0.5824096242133858
50	LAG3	RORA	26	0.5834369789761377
50	LAG3	PYHIN1	27	0.5864324022595752
50	LAG3	CD96	28	0.5876086344323791
50	LAG3	CST7	29	0.5970043616088241
50	LAG3	CAMK4	30	0.5985645122890616
50	LAG3	GPR174	31	0.6015509712566275
50	LAG3	APOBEC3G	32	0.6072728617676849
50	LAG3	TNFRSF9	33	0.618171867743139
50	LAG3	TXK	34	0.619727973859018
50	LAG3	CRTAM	35	0.628668404904563
50	LAG3	PRKCH	36	0.6287394257730169
50	LAG3	LAYN	37	0.6527818811162265
50	LAG3	CD28	38	0.6539106776227351
50	LAG3	TRGC1	39	0.6550861629142068
50	LAG3	CD5	40	0.6568433155973845
50	LAG3	NCR3	41	0.6575744892582532
50	LAG3	SLAMF1	42	0.6619986246585782
50	LAG3	GPR171	43	0.666058736368612
50	LAG3	AC104820.2	44	0.6712610520000752
50	LAG3	TNFRSF18	45	0.6782353222021843
50	LAG3	PLEKHF1	46	0.6840412202475257
50	LAG3	SPN	47	0.6899104076110147
50	LAG3	CLEC2D	48	0.6907994513524305
50	LAG3	SAMD3	49	0.6927112759848951
50	LAG3	KRT86	50	0.7055664227994279
50	LAG3	GNG2	51	0.7195089466001983
50	LAG3	ZAP70	52	0.7272711081181351
50	LAG3	IL2RA	53	0.7376551506292464
50	LAG3	CD70	54	0.740741381532449
50	LAG3	NLRC3	55	0.7427681225883275
50	LAG3	SLFN12L	56	0.7484858281372843
50	LAG3	ARHGAP9	57	0.7511767881447414
50	LAG3	AC017002.1	58	0.7523558791982635
50	LAG3	TNFSF14	59	0.7551384460488976
50	LAG3	ZNF831	60	0.755475956353941
50	LAG3	P2RY10	61	0.7558398298333914
50	LAG3	MAP4K1	62	0.7567820922451926
50	LAG3	APOBEC3H	63	0.7588533202561071
50	LAG3	CTSW	64	0.7609645275958177
50	LAG3	ITM2A	65	0.7624147380557361
50	LAG3	RP11-343J24.1	66	0.7630557797595868
50	LAG3	C20orf100	67	0.7640232925514026
50	LAG3	IL2RB	68	0.765489962830002
50	LAG3	AC069363.1	69	0.7769823443380501
50	LAG3	MAL	70	0.7798629345357734
50	LAG3	LCK	71	0.7803033591826861
50	LAG3	CD226	72	0.78633746353622
50	LAG3	TNIP3	73	0.7881485352694746
50	LAG3	RUNX3	74	0.7883994106697025
50	LAG3	RP11-622O11.2	75	0.7979112408044082
50	LAG3	TNFSF4	76	0.798333294343951
50	LAG3	PSTPIP1	77	0.8044453661281303
50	LAG3	KRT81	78	0.8046477045221503
50	LAG3	NELL2	79	0.8047476040757323
50	LAG3	KLRF1	80	0.8056095660248581
50	LAG3	RP11-347P5.1	81	0.8063881755597729
50	LAG3	EOMES	82	0.8064072021900502
50	LAG3	FOXP3	83	0.8074854439374172
50	LAG3	S1PR4	84	0.8097194883178772
50	LAG3	AC020571.3	85	0.8125375030651062
50	LAG3	RP11-47L3.1	86	0.8157534483204887
50	LAG3	DTHD1	87	0.8166983628705432
50	LAG3	SLAMF6	88	0.817522738239567
50	LAG3	SLA2	89	0.8180271351580067
50	LAG3	ZBED2	90	0.8238432491994796
50	LAG3	TBX21	91	0.8238807011798992
50	LAG3	SARDH	92	0.8240744209076937
50	LAG3	PPP2R2B	93	0.8269846772633547
50	LAG3	LTA	94	0.8376171091787656
50	LAG3	TESPA1	95	0.8443592212462222
50	LAG3	ITGAL	96	0.8513567873574428
50	LAG3	AC018816.4	97	0.8516111144554749
50	LAG3	IL26	98	0.8521864380268563
50	LAG3	GFI1	99	0.8529137418311394
50	LAG3	CPA5	100	0.8539293769821288
50	CD38	POU2F2	1	0.0912941178600067
50	CD38	TACC3	2	0.12363968463447225
50	CD38	DNAJB4	3	0.15483261828825798
50	CD38	OASL	4	0.1611326187641787
50	CD38	PVT1	5	0.16307018955163147
50	CD38	SPON2	6	0.17933520099256672
50	CD38	ATP8A1	7	0.1796996701334692
50	CD38	NCF4	8	0.18358552007565432
50	CD38	IL1R2	9	0.18630107641129012
50	CD38	GBP4	10	0.19077365939812632
50	CD38	HENMT1	11	0.20338081913249412
50	CD38	CBL	12	0.21744178739241893
50	CD38	CDCA4	13	0.2183241609498094
50	CD38	HIRIP3	14	0.21995830427513843
50	CD38	JMY	15	0.2210357661199111
50	CD38	THADA	16	0.22104359563112388
50	CD38	TRAF3	17	0.22332340292499842
50	CD38	STAM	18	0.22355979585598076
50	CD38	RP11-660L16.2	19	0.223901115886583
50	CD38	TNRC6C	20	0.22438800331813966
50	CD38	TARSL2	21	0.2250571947887403
50	CD38	AKTIP	22	0.22911249241613096
50	CD38	AP1M1	23	0.2333627384365569
50	CD38	STAT5B	24	0.23358298662759772
50	CD38	N4BP2	25	0.23493760848346096
50	CD38	RGS16	26	0.23598013252423153
50	CD38	STIM1	27	0.23641336832643153
50	CD38	CDKN2D	28	0.23682325191502476
50	CD38	SNRK	29	0.2372699607158922
50	CD38	GALT	30	0.2373209670287427
50	CD38	KIAA1370	31	0.23768342464565997
50	CD38	JADE1	32	0.23851403608617708
50	CD38	CLSPN	33	0.23873875951936835
50	CD38	CUTC	34	0.23979996699103093
50	CD38	JADE2	35	0.2411243041795526
50	CD38	PRH1	36	0.24152417370595386
50	CD38	TTPAL	37	0.24239614984372168
50	CD38	SEC22C	38	0.24256766200721439
50	CD38	BORCS5	39	0.24319851472312662
50	CD38	SFI1	40	0.24430401976328958
50	CD38	ZRSR2	41	0.24451151559881232
50	CD38	MAD1L1	42	0.24650302724040615
50	CD38	DNMT3A	43	0.24665221991794367
50	CD38	MOAP1	44	0.24963905426249983
50	CD38	ZNF276	45	0.2502505361202592
50	CD38	ABTB1	46	0.2511259485165147
50	CD38	GPS2	47	0.2516525797620566
50	CD38	ZNF224	48	0.2520746672832082
50	CD38	MX2	49	0.2539684570859782
50	CD38	LPAR6	50	0.2548560114639816
50	CD38	BLMH	51	0.2554837322264246
50	CD38	ERV3-1	52	0.256023360777627
50	CD38	RP11-197O15.1	53	0.2565876070131938
50	CD38	FAM110A	54	0.2569644286676367
50	CD38	GADD45G	55	0.2581000236224859
50	CD38	PLEKHO1	56	0.2584181904416859
50	CD38	RIN3	57	0.2589809313361265
50	CD38	LAT2	58	0.25967737107406613
50	CD38	KLHL28	59	0.2597853172327576
50	CD38	CSGALNACT2	60	0.2601135510568131
50	CD38	ATG2A	61	0.2622599570031366
50	CD38	SSH1	62	0.26343062376050097
50	CD38	TRAPPC10	63	0.2636847126272807
50	CD38	CD79B	64	0.2650696755180943
50	CD38	FAM172A	65	0.2653865083611088
50	CD38	CSTF2T	66	0.26565020454538535
50	CD38	DCLRE1C	67	0.26589795722900017
50	CD38	FOXO1	68	0.2659646746196706
50	CD38	ING4	69	0.2663676663770048
50	CD38	ZC3H6	70	0.26729458714442084
50	CD38	CHMP6	71	0.26799135496602494
50	CD38	PER1	72	0.2683437077420552
50	CD38	GMEB1	73	0.26971307740225653
50	CD38	CERS5	74	0.2701757229608551
50	CD38	OXCT1	75	0.2711913860531477
50	CD38	TMED8	76	0.27167040315530444
50	CD38	DLEU2	77	0.27269403441143
50	CD38	S100PBP	78	0.27409160022591644
50	CD38	IRAK4	79	0.27460685321549133
50	CD38	SGMS1	80	0.2748715760462832
50	CD38	PSD4	81	0.27545016251181964
50	CD38	ELK3	82	0.2763632084964621
50	CD38	NIN	83	0.2764084184425292
50	CD38	PHF1	84	0.27728858431172576
50	CD38	FAM160B1	85	0.27840617520674454
50	CD38	AP3M2	86	0.2802213480790898
50	CD38	ZNF480	87	0.2806736678810863
50	CD38	PPWD1	88	0.2823162334470366
50	CD38	CLK4	89	0.283314369705647
50	CD38	SNAP47	90	0.2865523254008591
50	CD38	DDB2	91	0.28696099162839084
50	CD38	ASCC1	92	0.2873072993490727
50	CD38	ELMOD3	93	0.2874404594939421
50	CD38	CERK	94	0.28875727848047905
50	CD38	SESN3	95	0.29002563763694605
50	CD38	DDX3Y	96	0.29090681420622083
50	CD38	NFKBID	97	0.2935056473303456
50	CD38	PTPRN2	98	0.29551843550770274
50	CD38	ZMAT5	99	0.29565324342565313
50	CD38	GABPB1	100	0.2959871366265717
100	CD4	SPON2	1	0.21877637728749813
100	CD4	PLEKHO1	2	0.23923607421789897
100	CD4	GBP4	3	0.24660359365500747
100	CD4	CDC42EP3	4	0.3006890074669977
100	CD4	FAM46C	5	0.3038314963930817
100	CD4	SYTL1	6	0.3067595852746171
100	CD4	GLCCI1	7	0.3075883762142355
100	CD4	NUP210	8	0.3077626433223398
100	CD4	PDLIM2	9	0.31344859778276196
100	CD4	TCF7	10	0.318813837581736
100	CD4	TACC3	11	0.32313098673301577
100	CD4	MAST4	12	0.33470091849572947
100	CD4	DDB2	13	0.3408316367141382
100	CD4	SATB1	14	0.341558127297036
100	CD4	POU2F2	15	0.3435602838046772
100	CD4	ST3GAL1	16	0.3448442946747057
100	CD4	TBC1D4	17	0.3483706177416998
100	CD4	PDE4B	18	0.3509129339509578
100	CD4	NCF4	19	0.35509982424502196
100	CD4	ZNF430	20	0.3600850533368494
100	CD4	METTL8	21	0.36390874459993866
100	CD4	TRIM69	22	0.3696660599346618
100	CD4	PRKACB	23	0.37075284337105396
100	CD4	BCL2L11	24	0.3760325853517415
100	CD4	MALT1	25	0.3766884131929423
100	CD4	RGS19	26	0.3785822823685089
100	CD4	DDHD1	27	0.3787602108137853
100	CD4	CNTRL	28	0.3794014862634106
100	CD4	PSD4	29	0.3809883608133344
100	CD4	EED	30	0.38145521395955534
100	CD4	IFI44	31	0.38273558664537377
100	CD4	NIN	32	0.38357021187518653
100	CD4	EPM2AIP1	33	0.38528319506941167
100	CD4	ZBTB1	34	0.3865205524729311
100	CD4	TBC1D2B	35	0.38814483656919163
100	CD4	HERC1	36	0.3883188493597667
100	CD4	CENPC	37	0.3924328516314774
100	CD4	PCNX1	38	0.39371515335652013
100	CD4	TBCD	39	0.39514943446311934
100	CD4	WDR54	40	0.3961513853412524
100	CD4	TARSL2	41	0.39741595434381155
100	CD4	ATP8A1	42	0.3978510907753387
100	CD4	CD84	43	0.3991765506318996
100	CD4	SAMD9L	44	0.40587889061712096
100	CD4	SP140L	45	0.40710873654375757
100	CD4	CWF19L2	46	0.4080811011810486
100	CD4	FOXO1	47	0.4106079416577107
100	CD4	CDKN2D	48	0.41489515287124035
100	CD4	MAPRE2	49	0.4149325624537257
100	CD4	GPRIN3	50	0.4153002187214839
100	CD4	RASSF1	51	0.41653615119738546
100	CD4	CD79B	52	0.4168259467328727
100	CD4	ZNF331	53	0.4170480356395726
100	CD4	NCKAP1L	54	0.4177367846707947
100	CD4	ERV3-1	55	0.4187058302267974
100	CD4	PVT1	56	0.4188973881589905
100	CD4	GABPB1	57	0.4189388406952977
100	CD4	RBM38	58	0.41997305530577106
100	CD4	NLRC5	59	0.42162085407708716
100	CD4	ANKRD13D	60	0.4220575601611559
100	CD4	RDX	61	0.4232879154570958
100	CD4	S100PBP	62	0.4276295314540571
100	CD4	ARHGAP4	63	0.42848588968557355
100	CD4	MOB3A	64	0.42895238947486386
100	CD4	SNAP47	65	0.4290189845877568
100	CD4	PRR5	66	0.4296566655918806
100	CD4	GLIPR2	67	0.4299875749373467
100	CD4	GABARAPL1	68	0.4315859941103092
100	CD4	DUSP16	69	0.43161430476794427
100	CD4	FRMD4B	70	0.43182747170930935
100	CD4	RP1-265C24.9	71	0.4324265543004408
100	CD4	ORMDL3	72	0.43406925209286124
100	CD4	CRTC3	73	0.4341762366564251
100	CD4	SH3BP1	74	0.4350655294028132
100	CD4	CCDC66	75	0.43736883150360484
100	CD4	CCDC88C	76	0.4375637370223992
100	CD4	FERMT3	77	0.4376504871640628
100	CD4	DDX39B	78	0.43775534169792196
100	CD4	THADA	79	0.4390576132426209
100	CD4	BTN3A1	80	0.4415470784948721
100	CD4	LAT2	81	0.4421870432923111
100	CD4	GADD45G	82	0.4425763793597779
100	CD4	OASL	83	0.44489632249683125
100	CD4	NCF1	84	0.44515527570777047
100	CD4	PITPNC1	85	0.4467821274798464
100	CD4	CENPK	86	0.44706799956394594
100	CD4	PRKX	87	0.44733521732281034
100	CD4	RAB29	88	0.44741727500467293
100	CD4	GIT2	89	0.4474728441862813
100	CD4	PDE7A	90	0.4479257227861528
100	CD4	OTULIN	91	0.4482061533708301
100	CD4	RBMS1	92	0.4490769543905199
100	CD4	AQP3	93	0.44911588024932186
100	CD4	TP53INP1	94	0.45057874800894343
100	CD4	ZNF688	95	0.4513373247296669
100	CD4	ATF7IP2	96	0.4521175454059726
100	CD4	NFKB2	97	0.4529396666681462
100	CD4	CABIN1	98	0.4531025807832741
100	CD4	PFKFB3	99	0.4531651102750951
100	CD4	MCM6	100	0.4533818447189261
100	PTPRC	TNFAIP3	1	0.26317207521125957
100	PTPRC	HCST	2	0.38289467669673644
100	PTPRC	LSP1	3	0.425773886990298
100	PTPRC	RARRES3	4	0.6284787804002816
100	PTPRC	GMFG	5	0.7094251649710677
100	PTPRC	CORO1A	6	0.7448423787658902
100	PTPRC	ALOX5AP	7	0.763823614612887
100	PTPRC	RAC2	8	0.7841444200034341
100	PTPRC	DUSP2	9	0.8133191532812062
100	PTPRC	IL2RG	10	0.8307466934140911
100	PTPRC	CYTOR	11	0.8417694305046937
100	PTPRC	BIRC3	12	0.8766589648363495
100	PTPRC	LCP1	13	0.9306546083628867
100	PTPRC	CD53	14	0.9315199729906454
100	PTPRC	IFI16	15	0.9956303947681144
100	PTPRC	CD69	16	1.0198702740198797
100	PTPRC	RBPJ	17	1.0512512775600418
100	PTPRC	EMP3	18	1.111171594621814
100	PTPRC	MSN	19	1.114492225872869
100	PTPRC	UCP2	20	1.1382311877862412
100	PTPRC	STK4	21	1.1465761377010735
100	PTPRC	LTB	22	1.1579172361540666
100	PTPRC	IL7R	23	1.1912488191638093
100	PTPRC	STK17B	24	1.1956493355291624
100	PTPRC	ISG20	25	1.2095681495949633
100	PTPRC	CELF2	26	1.2237602360241064
100	PTPRC	RGS10	27	1.2277511215609958
100	PTPRC	LEPROTL1	28	1.2379483699696463
100	PTPRC	CRIP1	29	1.2472884386152157
