k	target_gene	candidate_gene	rank	distance
100	LAG3	TESPA1	95	0.8443592212462222
100	LAG3	ITGAL	96	0.8513567873574428
100	LAG3	AC018816.4	97	0.8516111144554749
100	LAG3	IL26	98	0.8521864380268563
100	LAG3	GFI1	99	0.8529137418311394
100	LAG3	CPA5	100	0.8539293769821288
100	CD38	POU2F2	1	0.0912941178600067
100	CD38	TACC3	2	0.12363968463447225
100	CD38	DNAJB4	3	0.15483261828825798
100	CD38	OASL	4	0.1611326187641787
100	CD38	PVT1	5	0.16307018955163147
100	CD38	SPON2	6	0.17933520099256672
100	CD38	ATP8A1	7	0.1796996701334692
100	CD38	NCF4	8	0.18358552007565432
100	CD38	IL1R2	9	0.18630107641129012
100	CD38	GBP4	10	0.19077365939812632
100	CD38	HENMT1	11	0.20338081913249412
100	CD38	CBL	12	0.21744178739241893
100	CD38	CDCA4	13	0.2183241609498094
100	CD38	HIRIP3	14	0.21995830427513843
100	CD38	JMY	15	0.2210357661199111
100	CD38	THADA	16	0.22104359563112388
100	CD38	TRAF3	17	0.22332340292499842
100	CD38	STAM	18	0.22355979585598076
100	CD38	RP11-660L16.2	19	0.223901115886583
100	CD38	TNRC6C	20	0.22438800331813966
100	CD38	TARSL2	21	0.2250571947887403
100	CD38	AKTIP	22	0.22911249241613096
100	CD38	AP1M1	23	0.2333627384365569
100	CD38	STAT5B	24	0.23358298662759772
100	CD38	N4BP2	25	0.23493760848346096
100	CD38	RGS16	26	0.23598013252423153
100	CD38	STIM1	27	0.23641336832643153
100	CD38	CDKN2D	28	0.23682325191502476
100	CD38	SNRK	29	0.2372699607158922
100	CD38	GALT	30	0.2373209670287427
100	CD38	KIAA1370	31	0.23768342464565997
100	CD38	JADE1	32	0.23851403608617708
100	CD38	CLSPN	33	0.23873875951936835
100	CD38	CUTC	34	0.23979996699103093
100	CD38	JADE2	35	0.2411243041795526
100	CD38	PRH1	36	0.24152417370595386
100	CD38	TTPAL	37	0.24239614984372168
100	CD38	SEC22C	38	0.24256766200721439
100	CD38	BORCS5	39	0.24319851472312662
100	CD38	SFI1	40	0.24430401976328958
100	CD38	ZRSR2	41	0.24451151559881232
100	CD38	MAD1L1	42	0.24650302724040615
100	CD38	DNMT3A	43	0.24665221991794367
100	CD38	MOAP1	44	0.24963905426249983
100	CD38	ZNF276	45	0.2502505361202592
100	CD38	ABTB1	46	0.2511259485165147
100	CD38	GPS2	47	0.2516525797620566
100	CD38	ZNF224	48	0.2520746672832082
100	CD38	MX2	49	0.2539684570859782
100	CD38	LPAR6	50	0.2548560114639816
100	CD38	BLMH	51	0.2554837322264246
100	CD38	ERV3-1	52	0.256023360777627
100	CD38	RP11-197O15.1	53	0.2565876070131938
100	CD38	FAM110A	54	0.2569644286676367
100	CD38	GADD45G	55	0.2581000236224859
100	CD38	PLEKHO1	56	0.2584181904416859
100	CD38	RIN3	57	0.2589809313361265
100	CD38	LAT2	58	0.25967737107406613
100	CD38	KLHL28	59	0.2597853172327576
100	CD38	CSGALNACT2	60	0.2601135510568131
100	CD38	ATG2A	61	0.2622599570031366
100	CD38	SSH1	62	0.26343062376050097
100	CD38	TRAPPC10	63	0.2636847126272807
100	CD38	CD79B	64	0.2650696755180943
100	CD38	FAM172A	65	0.2653865083611088
100	CD38	CSTF2T	66	0.26565020454538535
100	CD38	DCLRE1C	67	0.26589795722900017
100	CD38	FOXO1	68	0.2659646746196706
100	CD38	ING4	69	0.2663676663770048
100	CD38	ZC3H6	70	0.26729458714442084
100	CD38	CHMP6	71	0.26799135496602494
100	CD38	PER1	72	0.2683437077420552
100	CD38	GMEB1	73	0.26971307740225653
100	CD38	CERS5	74	0.2701757229608551
100	CD38	OXCT1	75	0.2711913860531477
100	CD38	TMED8	76	0.27167040315530444
100	CD38	DLEU2	77	0.27269403441143
100	CD38	S100PBP	78	0.27409160022591644
100	CD38	IRAK4	79	0.27460685321549133
100	CD38	SGMS1	80	0.2748715760462832
100	CD38	PSD4	81	0.27545016251181964
100	CD38	ELK3	82	0.2763632084964621
100	CD38	NIN	83	0.2764084184425292
100	CD38	PHF1	84	0.27728858431172576
100	CD38	FAM160B1	85	0.27840617520674454
100	CD38	AP3M2	86	0.2802213480790898
100	CD38	ZNF480	87	0.2806736678810863
100	CD38	PPWD1	88	0.2823162334470366
100	CD38	CLK4	89	0.283314369705647
100	CD38	SNAP47	90	0.2865523254008591
100	CD38	DDB2	91	0.28696099162839084
100	CD38	ASCC1	92	0.2873072993490727
100	CD38	ELMOD3	93	0.2874404594939421
100	CD38	CERK	94	0.28875727848047905
100	CD38	SESN3	95	0.29002563763694605
100	CD38	DDX3Y	96	0.29090681420622083
100	CD38	NFKBID	97	0.2935056473303456
100	CD38	PTPRN2	98	0.29551843550770274
100	CD38	ZMAT5	99	0.29565324342565313
100	CD38	GABPB1	100	0.2959871366265717
