gene,n,median_LFC,mean_LFC,q1_LFC,q3_LFC,pct_depleted,rank_most_dependent,percentile_most_dependent
ING5,85,-0.0945397298788799,-0.129319147111727,-0.294435149447932,0.0876310083004296,2.3529411764705883,4785,71.11285550389469
PIGO,85,-0.0945234983824481,-0.09419945824390999,-0.228415631628491,-0.0037734747983889,3.5294117647058822,4786,71.1068172211823
RTN4,85,-0.0945053644483375,-0.06103290162785736,-0.218687049379006,0.0761589307207687,1.1764705882352942,4787,71.1007789384699
SMPX,85,-0.0944634775177456,-0.10314516123872709,-0.216490651213833,0.0677126273229561,0.0,4788,71.0947406557575
MTFR2,85,-0.0944373425524477,-0.10482662523613717,-0.231974259406099,0.0044125135308768,3.5294117647058822,4789,71.0887023730451
PLEKHA6,85,-0.0944285029841984,-0.10102207219023689,-0.235704933821913,0.0166663874609385,1.1764705882352942,4790,71.0826640903327
CCN4,85,-0.0944227183053832,-0.09691206709526701,-0.259653561425297,0.0571233811797769,3.5294117647058822,4791,71.0766258076203
DSG4,85,-0.0943773103104285,-0.11093396173832122,-0.261517457883519,0.0531455905605448,3.5294117647058822,4792,71.0705875249079
KAT7,85,-0.094365013034676,-0.08638572999390827,-0.208862080494572,0.0877547355678129,4.705882352941177,4793,71.06454924219551
IL13,85,-0.0943530538311546,-0.0752868220004605,-0.217671432743281,0.0827752362191837,0.0,4794,71.05851095948313
ZNF691,85,-0.0943088966855658,-0.09532506722629439,-0.206308429179917,0.0420207358906112,1.1764705882352942,4795,71.05247267677073
BOC,85,-0.0943060737934347,-0.10510496736003853,-0.249940471465976,0.063308174736436,2.3529411764705883,4796,71.04643439405834
TALDO1,85,-0.0942787232716941,-0.11667987900236505,-0.218851380304489,0.0698674246978101,2.3529411764705883,4797,71.04039611134594
CD163,85,-0.0942655139564206,-0.09203201221729065,-0.252537637828321,0.0378040775991399,1.1764705882352942,4798,71.03435782863355
AP1G1,85,-0.0942100683432192,-0.13410021077926948,-0.273184109713272,0.0471228797974804,4.705882352941177,4799,71.02831954592115
MST1,85,-0.0941971746535344,-0.09165211988717416,-0.216799459350115,0.0140582730620801,1.1764705882352942,4800,71.02228126320874
TLK2,85,-0.0941928900817737,-0.11861840356298532,-0.318966103765786,0.0646118016923457,10.588235294117647,4801,71.01624298049634
HTR1B,85,-0.0941493247734741,-0.11888007706832922,-0.243851811347252,-0.0073539860427027,0.0,4802,71.01020469778395
IFNL1,85,-0.0941343812216557,-0.13680651588680717,-0.307862180930009,0.0125848151370263,1.1764705882352942,4803,71.00416641507155
ADPRH,85,-0.0941163716714685,-0.10522666071887972,-0.288552471035362,0.0594569097322769,1.1764705882352942,4804,70.99812813235916
AMPH,85,-0.0941013152732396,-0.12475999716385115,-0.280698270086275,0.0151565402127036,3.5294117647058822,4805,70.99208984964676
EMP2,85,-0.0940782624301476,-0.10544987585913716,-0.247503888806257,0.0431560076054066,1.1764705882352942,4806,70.98605156693436
NOD1,85,-0.0940528315839086,-0.07868976371767168,-0.194545081585131,0.0663667005820332,1.1764705882352942,4807,70.98001328422197
GMPR,85,-0.0939582104962444,-0.06702517686267376,-0.20499553001451,0.0826935438849968,1.1764705882352942,4808,70.97397500150957
ECT2L,85,-0.0939351920027813,-0.08274859839369172,-0.199681840647223,0.0648919051357829,5.88235294117647,4809,70.96793671879718
SLCO5A1,85,-0.0939147633555232,-0.06280929399927927,-0.203584385330967,0.0872054103546942,2.3529411764705883,4810,70.96189843608478
INTS6L,85,-0.0939088064161319,-0.09051987757690572,-0.261796369107386,0.0878890428303766,5.88235294117647,4811,70.95586015337238
CLUH,85,-0.0938811975296257,-0.1078421507235168,-0.248924942718133,0.0377601352551722,2.3529411764705883,4812,70.94982187065999
CUTA,85,-0.0938516563386766,-0.10911413956708386,-0.238311878744768,0.0678257989075791,1.1764705882352942,4813,70.94378358794759
PLA2G4C,85,-0.0938444574333159,-0.09386945540928528,-0.205961172099253,0.0041609463893622,1.1764705882352942,4814,70.93774530523518
TNFAIP6,85,-0.0938276338307175,-0.0966708707356108,-0.2205407538852,0.0233096275702041,1.1764705882352942,4815,70.9317070225228
KRT7,85,-0.0938246720295193,-0.09480684602721116,-0.204347005467325,0.0521510450984683,2.3529411764705883,4816,70.9256687398104
LETMD1,85,-0.0938010225522372,-0.09404345155493093,-0.195450742794383,0.0741585911911357,2.3529411764705883,4817,70.91963045709801
WIZ,85,-0.0937430224780652,-0.10483581356627536,-0.216684936130181,0.0026773327695171,0.0,4818,70.9135921743856
CHMP1B,85,-0.0937408036769763,-0.07216997758833105,-0.225420519578366,0.0388072198887535,0.0,4819,70.9075538916732
CLNK,85,-0.093709993432275,-0.11737960014663897,-0.209255524557739,-0.0004923792039946,2.3529411764705883,4820,70.9015156089608
SHF,85,-0.093708144184934,-0.09646797991336789,-0.21296496460232,0.0403631387825975,2.3529411764705883,4821,70.89547732624841
SUMO1,85,-0.0936448761843967,-0.07231367351898932,-0.216789475281051,0.0421476713092347,2.3529411764705883,4822,70.88943904353602
ANO7,85,-0.0936368217746839,-0.10404684506121142,-0.194111197942549,0.0257732324991762,3.5294117647058822,4823,70.88340076082362
UBTD2,85,-0.0936100632349816,-0.09870505814386578,-0.246534933066979,0.0672488258360067,3.5294117647058822,4824,70.87736247811122
CES1,85,-0.0935815388494879,-0.08147799409178196,-0.236718312439934,0.0992726118233662,1.1764705882352942,4825,70.87132419539883
ATP2B3,85,-0.0935806525136803,-0.07474215618669731,-0.204381237662753,0.0446463743136495,1.1764705882352942,4826,70.86528591268643
CAMK2N2,85,-0.0935790622390426,-0.09571991069496193,-0.235530171067805,0.0404574580638714,4.705882352941177,4827,70.85924762997405
CGNL1,85,-0.0935463076411406,-0.08620957114446967,-0.208695560324872,0.0502813642820069,2.3529411764705883,4828,70.85320934726164
APOA2,85,-0.0935242544195436,-0.10962447820168969,-0.27668131432106,0.0919927911217292,5.88235294117647,4829,70.84717106454924
STAT1,85,-0.0935178822182858,-0.10320462830658168,-0.243940994589228,0.0256830960439832,2.3529411764705883,4830,70.84113278183685
NLRP13,85,-0.0934843953080593,-0.10220484406923203,-0.261446167158829,0.0990574016596479,7.0588235294117645,4831,70.83509449912445
NBN,85,-0.0934587371371388,-0.10275234651941313,-0.214299292793901,0.0362136034491351,1.1764705882352942,4832,70.82905621641204
ANKRD37,85,-0.0934510128458654,-0.09863609615902649,-0.23104866374531,0.0478685203751419,1.1764705882352942,4833,70.82301793369965
EXOC3L1,85,-0.093432666996676,-0.11039903441468124,-0.272774845336381,0.033716088280081,2.3529411764705883,4834,70.81697965098725
PDE6A,85,-0.0933973437763122,-0.10310030008920022,-0.247840514250807,0.0154011061924622,0.0,4835,70.81094136827485
TOPORS,85,-0.09339563700551,-0.061745667792796895,-0.259904444010535,0.0832464202670802,3.5294117647058822,4836,70.80490308556247
C16orf86,85,-0.0933937135477892,-0.08813728772938997,-0.248864479516466,0.044896844847576,4.705882352941177,4837,70.79886480285008
ENTPD8,85,-0.0933311753129089,-0.07776146089773801,-0.177499272917176,0.0361285696132828,0.0,4838,70.79282652013768
NTF4,85,-0.0933171967511558,-0.08850834567306694,-0.209468214761297,0.0667420067509126,1.1764705882352942,4839,70.78678823742528
DOK1,85,-0.0932936221878571,-0.1061807379889303,-0.271191195159487,0.0908820747733317,2.3529411764705883,4840,70.78074995471289
GHRHR,85,-0.0932873972532989,-0.09825999607345434,-0.238823923625169,0.0215492505429995,3.5294117647058822,4841,70.77471167200049
SLITRK2,85,-0.0932762983470807,-0.09360077367964187,-0.2174890690764,0.0651252951877194,1.1764705882352942,4842,70.76867338928808
AKNAD1,85,-0.0932552432607415,-0.11493863532885677,-0.227464196971736,0.0285846307455877,2.3529411764705883,4843,70.76263510657569
ZNF845,85,-0.0932303633307226,-0.11569829098618573,-0.235697553326562,0.0261237084053292,3.5294117647058822,4844,70.75659682386329
SUFU,85,-0.0932210524864665,-0.09807716188665734,-0.215420211775794,0.0294821181462474,0.0,4845,70.7505585411509
DENND5A,85,-0.0931363756277662,-0.1024258517480813,-0.215601618389674,0.0538618532458549,2.3529411764705883,4846,70.7445202584385
ARMT1,85,-0.093078213069252,-0.09047398475410165,-0.271951237205857,0.097965629445553,3.5294117647058822,4847,70.7384819757261
MRAP2,85,-0.0930681919897968,-0.07271675613616459,-0.215605820864509,0.0930004104432509,7.0588235294117645,4848,70.7324436930137
PEX1,85,-0.0930676370078391,-0.10727677596143109,-0.254031266838232,0.0287387411499484,3.5294117647058822,4849,70.72640541030131
ENTREP3,85,-0.0930452971985493,-0.05944131484160842,-0.199637055712168,0.0707084571169885,1.1764705882352942,4850,70.72036712758891
PAGR1,85,-0.0929826715387642,-0.11520192027091403,-0.279602722868145,0.0416245029054062,7.0588235294117645,4851,70.71432884487652
INHBE,85,-0.0929557967350841,-0.111071474415813,-0.260376250092826,0.0708833542945465,3.5294117647058822,4852,70.70829056216412
AP2A2,85,-0.0929456924164764,-0.12448770227650331,-0.242680162461523,0.0300397205892133,5.88235294117647,4853,70.70225227945173
KCTD10,85,-0.0928799682364865,-0.12216346393485499,-0.253700047653536,0.0685500897459747,3.5294117647058822,4854,70.69621399673933
DMXL1,85,-0.0928429820176236,-0.07019800586007144,-0.220961698050608,0.063036240429055,2.3529411764705883,4855,70.69017571402694
EXOC3L2,85,-0.092800694174869,-0.042551970804216674,-0.180080898503055,0.0578908860166962,0.0,4856,70.68413743131454
CEACAM4,85,-0.0927825969233019,-0.11963795219660871,-0.257556313238916,0.0132688914420535,8.235294117647058,4857,70.67809914860213
COQ9,85,-0.0927746947449257,-0.0782327971778864,-0.208912860928793,0.0959701082610009,1.1764705882352942,4858,70.67206086588975
TIMM17A,85,-0.0927465889958265,-0.10732137311724575,-0.238874331186051,0.049400751173188,3.5294117647058822,4859,70.66602258317735
GAA,85,-0.092739754295185,-0.09031518248435083,-0.191316122716483,0.0661967620935575,2.3529411764705883,4860,70.65998430046494
MAPK11,85,-0.0927014079918759,-0.12293929697712158,-0.221368419073074,0.0067051421990015,3.5294117647058822,4861,70.65394601775255
FBXW9,85,-0.0926441755685864,-0.10219777782216194,-0.203971842979027,0.022910652228706,1.1764705882352942,4862,70.64790773504015
PRR19,85,-0.0926329109066703,-0.0959167100007904,-0.221959351700974,0.0473951466691675,1.1764705882352942,4863,70.64186945232775
SFMBT2,85,-0.0926192871480516,-0.07599593625434425,-0.210548062485125,0.108413079847899,4.705882352941177,4864,70.63583116961536
RIMS2,85,-0.0926181873352885,-0.10031215674319145,-0.22901161904646,0.0194797581080529,2.3529411764705883,4865,70.62979288690296
AGFG1,85,-0.0925865909749769,-0.09045156724725072,-0.198683697319861,0.0440918557450769,1.1764705882352942,4866,70.62375460419057
LRP1,85,-0.0925817153945497,-0.09364154495723805,-0.208393078991249,0.061006838268124,4.705882352941177,4867,70.61771632147817
ATP8B3,85,-0.0925814561027707,-0.052575848636086525,-0.20014809871701,0.073402411101802,0.0,4868,70.61167803876577
THEM6,85,-0.0925289498759747,-0.060393750086468675,-0.220266084713194,0.0700029457197947,1.1764705882352942,4869,70.60563975605338
TESMIN,85,-0.0925083199423349,-0.10286499687342705,-0.234577735816269,0.0438554979631894,0.0,4870,70.59960147334098
ANKMY2,85,-0.0925058946008656,-0.10391913049696568,-0.2401426023212,0.0517639509705128,0.0,4871,70.59356319062859
DNAAF9,85,-0.0924779590190924,-0.0860278388759005,-0.251434262149567,0.0698787313859675,2.3529411764705883,4872,70.58752490791619
BMPR1B,85,-0.0924729992660665,-0.09826993130438566,-0.22315311089184,0.0416579955728303,1.1764705882352942,4873,70.5814866252038
NAGLU,85,-0.0924284630440502,-0.0793421207019178,-0.243310741567516,0.0487430184908676,2.3529411764705883,4874,70.5754483424914
CIBAR2,85,-0.0924047206223865,-0.08394238429004287,-0.22601236858263,0.0534958616135643,0.0,4875,70.56941005977899
DAPL1,85,-0.0924043025913645,-0.10268069406965949,-0.255923508865707,0.0580913046106704,5.88235294117647,4876,70.56337177706659
ARFGEF1,85,-0.092397925177134,-0.09108007173443962,-0.265382195435818,0.0396913955654406,3.5294117647058822,4877,70.5573334943542
ITPR3,85,-0.0923819370677029,-0.12969260336199098,-0.270432176127085,0.0014141538288747,1.1764705882352942,4878,70.5512952116418
CLCN5,85,-0.0923673513485932,-0.12916663979071213,-0.314380717701326,0.0572162999910181,1.1764705882352942,4879,70.5452569289294
S100A6,85,-0.0923267398870458,-0.09040961463840229,-0.236536203636893,0.0239912542235221,0.0,4880,70.53921864621702
SPMIP5,85,-0.0921882489947157,-0.09487013617593848,-0.223333298266988,0.0271825527909829,3.5294117647058822,4881,70.53318036350463
TAS2R1,85,-0.0921615166163185,-0.1006429814530042,-0.203354880277348,0.018013015557713,2.3529411764705883,4882,70.52714208079223
WBP1L,85,-0.0921357865997124,-0.09317583098990027,-0.231865681741841,0.0598148493364168,2.3529411764705883,4883,70.52110379807984
GDAP2,85,-0.0921024029166003,-0.08527200649144373,-0.208993540396045,0.0391586086684081,0.0,4884,70.51506551536744
CSNK2A2,85,-0.0920781616007155,-0.09509929951136492,-0.257420342354172,0.0164010857626475,4.705882352941177,4885,70.50902723265503
LTB,85,-0.0920645582818089,-0.06347227515363126,-0.165968309323781,0.0645343131524181,3.5294117647058822,4886,70.50298894994263
TCF20,85,-0.0920476585703793,-0.08716989250767962,-0.203088516786896,0.0824603463772596,0.0,4887,70.49695066723024
SLC18A3,85,-0.0919781734249671,-0.0829844941882471,-0.195374190336741,0.0023471379145927,1.1764705882352942,4888,70.49091238451784
UBR1,85,-0.0919519604797144,-0.16747112526318236,-0.277925988405068,-0.0015668104121726,7.0588235294117645,4889,70.48487410180545
GRAMD1A,85,-0.0919396977835134,-0.05544678491880607,-0.175888194297943,0.0570495332549262,1.1764705882352942,4890,70.47883581909305
KLHL26,85,-0.0919208652463668,-0.07766542491242524,-0.216001985898124,0.0915941250229431,1.1764705882352942,4891,70.47279753638065
LPAR5,85,-0.0918444365617706,-0.09074554894015796,-0.268905378928053,0.0380852557036781,1.1764705882352942,4892,70.46675925366826
ZNF568,85,-0.0918015666874791,-0.06444008755257989,-0.209473917482036,0.0367516866059132,2.3529411764705883,4893,70.46072097095586
MAP1S,85,-0.0917967809586781,-0.1145750616741296,-0.282580212965333,0.0358940633980063,3.5294117647058822,4894,70.45468268824347
RPUSD3,85,-0.0917844731532246,-0.1102466930668393,-0.231397515382339,0.0411956193541685,3.5294117647058822,4895,70.44864440553107
BBS7,85,-0.0917500260681624,-0.11699741673431839,-0.268683219362852,0.0308024819882062,5.88235294117647,4896,70.44260612281867
TBC1D5,85,-0.0917378135316777,-0.10151758775307891,-0.232394136873414,0.0377688374594614,4.705882352941177,4897,70.43656784010628
ATP6V0A1,85,-0.0917284977189187,-0.08563274162501167,-0.232330832745731,0.0307195741808782,1.1764705882352942,4898,70.43052955739388
BRCC3,85,-0.0917206376415694,-0.07890022102479603,-0.234415275570394,0.064838028902704,2.3529411764705883,4899,70.42449127468149
PUS3,85,-0.0917089137637817,-0.07231806247236598,-0.235884097052736,0.0748776861993641,1.1764705882352942,4900,70.41845299196908
NCDN,85,-0.0917048083035364,-0.0734918479577984,-0.185908653341299,0.021784535651766,0.0,4901,70.4124147092567
GRHPR,85,-0.0916721961519509,-0.07507968956859071,-0.193785588489347,0.0552447513449783,3.5294117647058822,4902,70.4063764265443
MESP2,85,-0.0916644413158558,-0.04874424589692665,-0.18758769653857,0.056816825530855,0.0,4903,70.40033814383189
ABCA13,85,-0.0916470315426017,-0.07403195375362308,-0.229579801835567,0.0513896895905051,1.1764705882352942,4904,70.39429986111949
TXNDC15,85,-0.0916012695335605,-0.10215943883129808,-0.246547917393446,0.0427233209180805,2.3529411764705883,4905,70.3882615784071
ZC3H10,85,-0.0915969386292557,-0.07609419551776908,-0.216829587381571,0.0375447498492813,1.1764705882352942,4906,70.3822232956947
ABI2,85,-0.0915671747099561,-0.08484731767204853,-0.204283222314021,0.0556527805063572,1.1764705882352942,4907,70.3761850129823
COA4,85,-0.0915213037113954,-0.0682377946915778,-0.26204049948536,0.0860783294817555,3.5294117647058822,4908,70.37014673026991
IL15RA,85,-0.0915171353561851,-0.06354048960873059,-0.202731347063794,0.0905757201733708,2.3529411764705883,4909,70.36410844755751
GRIN2A,85,-0.0914559491521681,-0.09514187173314306,-0.259848635132023,0.0554392955266641,1.1764705882352942,4910,70.35807016484512
MCF2,85,-0.091422258780053,-0.08235094977698877,-0.243885536893422,0.0359099789519969,1.1764705882352942,4911,70.35203188213272
CLVS2,85,-0.0914080469328737,-0.09736275800948875,-0.203877205478916,0.0665014140170291,1.1764705882352942,4912,70.34599359942032
IKBIP,85,-0.0914011406860641,-0.08320857427493818,-0.241922229404432,0.06206951761768,2.3529411764705883,4913,70.33995531670794
DVL3,85,-0.0913937309075485,-0.06561010543667864,-0.213295318255573,0.0557825054056132,2.3529411764705883,4914,70.33391703399553
FAM13B,85,-0.0913926430165903,-0.09276326407772505,-0.230506312990315,0.0532790277674162,3.5294117647058822,4915,70.32787875128314
SLC39A3,85,-0.0913677508269713,-0.1222580802848143,-0.328477016331463,0.0628497146074784,2.3529411764705883,4916,70.32184046857074
ZNF570,85,-0.0913637219486212,-0.05917374535213884,-0.197988300302988,0.0838861992620975,2.3529411764705883,4917,70.31580218585833
F2R,85,-0.091346338082583,-0.1017800635755303,-0.231741277770449,0.0573201900280756,2.3529411764705883,4918,70.30976390314594
FAM193B,85,-0.0913395102083177,-0.09176347269760325,-0.211354407679277,0.0350971383785869,2.3529411764705883,4919,70.30372562043354
CD109,85,-0.0913263121605025,-0.07333575541170687,-0.207320754950346,0.0344389000655806,0.0,4920,70.29768733772114
JARID2,85,-0.0913172944978759,-0.11700094545417214,-0.227350555353744,0.0439125543035513,2.3529411764705883,4921,70.29164905500875
BTLA,85,-0.0913060228750683,-0.1359797785833492,-0.275869025825002,0.0297267028416295,3.5294117647058822,4922,70.28561077229637
MMP17,85,-0.0912962671311694,-0.10290128294602686,-0.183373931711641,0.0107812638440679,1.1764705882352942,4923,70.27957248958397
TRIB3,85,-0.0912943190146522,-0.09635650232155517,-0.24213358194837,0.0293402715365637,1.1764705882352942,4924,70.27353420687157
TRIM67,85,-0.0912912104623749,-0.07092439114484883,-0.171536607072477,0.0213606813857026,0.0,4925,70.26749592415918
CYB5D2,85,-0.0912537112290922,-0.09076703496231021,-0.21261755188488,0.0599349987265674,2.3529411764705883,4926,70.26145764144678
ACBD4,85,-0.0912480273852672,-0.11204482144258843,-0.270179598164364,0.0371591846487667,1.1764705882352942,4927,70.25541935873439
KCNC1,85,-0.0912289926238516,-0.10781654384342237,-0.261690712410099,0.0145264279675329,3.5294117647058822,4928,70.24938107602198
TCN1,85,-0.0912241067031555,-0.10684575004487701,-0.245248819983808,0.0444512730680192,2.3529411764705883,4929,70.24334279330958
SPMAP1,85,-0.0911321674047627,-0.08468978029807978,-0.214504681058446,0.0270979348366656,1.1764705882352942,4930,70.23730451059718
ZER1,85,-0.0911299657954625,-0.11466097200481344,-0.240587966124627,0.0218097145350946,0.0,4931,70.23126622788479
VLDLR,85,-0.0911183619801433,-0.06689612669817212,-0.209458947718732,0.0503444122269721,3.5294117647058822,4932,70.22522794517239
PSMC3IP,85,-0.0911106793565407,-0.13200128574698006,-0.273169901900298,0.0219198474587723,4.705882352941177,4933,70.21918966246
GABBR1,85,-0.0910771890748969,-0.10618864859157147,-0.22167139526019,0.0489969171247531,1.1764705882352942,4934,70.2131513797476
DNASE2,85,-0.0910752042062381,-0.1244147540062559,-0.274554183562134,0.0151790774753245,2.3529411764705883,4935,70.2071130970352
ANKRD31,85,-0.0910705130453003,-0.09919690929308873,-0.284681587125925,0.0655397579130683,2.3529411764705883,4936,70.20107481432281
KLHL30,85,-0.0910704587022237,-0.0929829136266834,-0.227272126235255,0.0512164375838648,2.3529411764705883,4937,70.19503653161041
SP7,85,-0.0910612412797542,-0.07131995711950369,-0.18166029675955,0.0474766481253419,0.0,4938,70.18899824889802
CEBPD,85,-0.0910321368771657,-0.1072643684589853,-0.238756438441968,0.0028651577932739,2.3529411764705883,4939,70.18295996618562
SFTPB,85,-0.0910205774311452,-0.09136534667515196,-0.185569808437241,0.0438789255421083,1.1764705882352942,4940,70.17692168347322
MTMR6,85,-0.0909993319637503,-0.1187105572650747,-0.283218391101703,0.0384579707191649,4.705882352941177,4941,70.17088340076083
A1CF,85,-0.0909944837370972,-0.09688490912545077,-0.219768099363291,0.0230415672269524,3.5294117647058822,4942,70.16484511804842
ELMO3,85,-0.0909655476777835,-0.08677369794554009,-0.212523349769902,0.0495641126394604,1.1764705882352942,4943,70.15880683533602
NCEH1,85,-0.0909461075705491,-0.08133809556637338,-0.261518364672651,0.0879253918061085,1.1764705882352942,4944,70.15276855262364
PRDM7,85,-0.0909289658338751,-0.11623457812999162,-0.240348831514031,0.0266107982913749,2.3529411764705883,4945,70.14673026991125
MAGEE2,85,-0.090902435056808,-0.08487245314654643,-0.231414324145847,0.0576165280609636,1.1764705882352942,4946,70.14069198719884
GPRIN1,85,-0.0908718208961281,-0.13641722389486732,-0.277334126036576,0.049098441319433,3.5294117647058822,4947,70.13465370448644
ETNK2,85,-0.0908653304235233,-0.09253611589586044,-0.252851824027633,0.0581749098602099,1.1764705882352942,4948,70.12861542177404
PNPLA8,85,-0.0908478409128543,-0.11725413247417195,-0.296878499388602,0.0316018241323284,4.705882352941177,4949,70.12257713906165
EML4,85,-0.0908441771710378,-0.08855971347449824,-0.225619114778168,0.0382126355406483,2.3529411764705883,4950,70.11653885634925
ADA,85,-0.0908422252335749,-0.09436717724378264,-0.233077304992719,0.0621043947787317,2.3529411764705883,4951,70.11050057363686
RREB1,85,-0.090802909879754,-0.10466120561989055,-0.233333967195519,0.0913889793609808,5.88235294117647,4952,70.10446229092446
ELF3,85,-0.0907723921248593,-0.08265486967862885,-0.205937266943611,0.0661117835957038,1.1764705882352942,4953,70.09842400821206
CCDC89,85,-0.0907619607451954,-0.07021330305869193,-0.205879883283155,0.0576741879831253,1.1764705882352942,4954,70.09238572549967
FAM199X,85,-0.0907619407332011,-0.0699946682592773,-0.175900244334188,0.0264720770541094,1.1764705882352942,4955,70.08634744278727
OTUD7A,85,-0.0907327676939961,-0.10639277329738321,-0.226065434211436,0.0356798420918125,2.3529411764705883,4956,70.08030916007488
CRACR2B,85,-0.0906866567622282,-0.08031761283190764,-0.284747324382201,0.0486186285293897,3.5294117647058822,4957,70.07427087736248
POMGNT2,85,-0.0906729778001086,-0.09967307909971215,-0.23025486736398,0.0063267174197357,1.1764705882352942,4958,70.06823259465008
SEMA4G,85,-0.0906500592364468,-0.08376276696893378,-0.198637899150139,0.0355148526038088,2.3529411764705883,4959,70.06219431193769
HOXA2,85,-0.0906386884853227,-0.09835154643899019,-0.220743026679253,0.0092456972042383,0.0,4960,70.05615602922528
CEACAM6,85,-0.0905759093779232,-0.08683330046058788,-0.285809035895633,0.0539407466546987,4.705882352941177,4961,70.05011774651288
RIBC1,85,-0.0905698528798482,-0.07923744424449074,-0.30729657743298,0.164713313666452,3.5294117647058822,4962,70.04407946380049
ZNF99,85,-0.0904493684895728,-0.09525926002904885,-0.269958168950753,0.0679180090848728,4.705882352941177,4963,70.03804118108809
MMD2,85,-0.0904443486950862,-0.09503464574033824,-0.237034253269096,0.0335491965529514,0.0,4964,70.0320028983757
TRIP4,85,-0.0904031884594598,-0.11878517655725318,-0.260134652604793,0.0374030458637229,1.1764705882352942,4965,70.0259646156633
ZNF205,85,-0.090401228276125,-0.07742186584147745,-0.222690196749016,0.0495811142465229,1.1764705882352942,4966,70.01992633295092
SPHK2,85,-0.0903720825826332,-0.10670485121787612,-0.211578330098988,0.0374683230081127,2.3529411764705883,4967,70.01388805023852
CCDC6,85,-0.090371118294589,-0.08020489334023503,-0.255010094952911,0.0342511252805441,1.1764705882352942,4968,70.00784976752612
GALNT1,85,-0.0903693910006542,-0.09396997867950473,-0.18725001378327,0.0180001730278264,1.1764705882352942,4969,70.00181148481373
GTF2I,85,-0.0903346068537117,-0.12244841353462485,-0.266116845271256,0.0549355552208393,5.88235294117647,4970,69.99577320210133
FASTKD2,85,-0.0902957548594938,-0.1383777061322789,-0.264299465878048,0.0136660874980903,2.3529411764705883,4971,69.98973491938892
ATG10,85,-0.0902625628229973,-0.07843382380708165,-0.198831873262954,0.0620335775496616,3.5294117647058822,4972,69.98369663667653
YIPF7,85,-0.0902495734066713,-0.10544520345666206,-0.200936935706954,0.0608604579444051,3.5294117647058822,4973,69.97765835396413
TESK2,85,-0.0902200641414586,-0.13188090181968087,-0.262687514491698,0.0156849815967027,2.3529411764705883,4974,69.97162007125172
TTLL11,85,-0.090180520724988,-0.13566449657895424,-0.261998667651075,0.0047683762641132,1.1764705882352942,4975,69.96558178853934
FGD3,85,-0.0901538481262449,-0.0803946888274379,-0.228882513801929,0.03444951245766,1.1764705882352942,4976,69.95954350582694
ZNF30,85,-0.0900930043754074,-0.05041590091900028,-0.192481320383289,0.103839671663509,2.3529411764705883,4977,69.95350522311455
GLIS2,85,-0.090077064631954,-0.08445534769068766,-0.197944269117405,0.0507269722472669,2.3529411764705883,4978,69.94746694040215
RAB41,85,-0.0900389303369273,-0.07663671407727507,-0.210883155196088,0.0640189921504943,2.3529411764705883,4979,69.94142865768976
SLC35G1,85,-0.0900342604452083,-0.07943728869125864,-0.193837412731716,0.0295456820700554,2.3529411764705883,4980,69.93539037497736
A1BG,85,-0.0900287799010703,-0.10710024249308525,-0.203945154081126,0.0154990967505105,3.5294117647058822,4981,69.92935209226496
B3GLCT,85,-0.0899850632878542,-0.08137750758675161,-0.221060522164258,0.0739114530936446,2.3529411764705883,4982,69.92331380955257
LHX1,85,-0.0899671014353723,-0.1105148699226545,-0.244058903698543,0.0951234160196358,2.3529411764705883,4983,69.91727552684017
MTMR1,85,-0.0899558063740572,-0.1031760029973126,-0.284387489175139,0.01827391014859,4.705882352941177,4984,69.91123724412778
CIMAP2,85,-0.0899119127957956,-0.08799684058210945,-0.27941289041673,0.0920434664840024,2.3529411764705883,4985,69.90519896141537
TNFRSF10D,85,-0.0898863528194373,-0.07919763869701232,-0.265556858603305,0.0813968713274567,5.88235294117647,4986,69.89916067870297
CDCA2,85,-0.0898807274370402,-0.08140847970042615,-0.235986278071946,0.0311695728328735,1.1764705882352942,4987,69.89312239599059
EXTL1,85,-0.0898794098411641,-0.10024278631114097,-0.206105423942116,0.0370426555359766,1.1764705882352942,4988,69.88708411327819
SFT2D2,85,-0.0898703423813501,-0.0927926729477429,-0.235287925801156,0.0726411850163229,7.0588235294117645,4989,69.88104583056578
PSPC1,85,-0.0898585099819626,-0.10854869250442967,-0.285034580115105,0.0483167697469607,8.235294117647058,4990,69.87500754785339
CLDN18,85,-0.0898248633630246,-0.11959497365644606,-0.247568091699639,-0.0197601650046039,2.3529411764705883,4991,69.86896926514099
ABHD17B,85,-0.0898132502485844,-0.09275956292627699,-0.234656430969257,0.0319391983090348,2.3529411764705883,4992,69.8629309824286
TET1,85,-0.0897806001518888,-0.11663363262934724,-0.273031245251303,0.0262790231995115,2.3529411764705883,4993,69.8568926997162
KCNS2,85,-0.0897567065721307,-0.076550431930437,-0.227775419656395,0.0735528713712019,2.3529411764705883,4994,69.8508544170038
KLC2,85,-0.0897564002809025,-0.0862926014776818,-0.218863927063166,0.0516843284145548,4.705882352941177,4995,69.8448161342914
ARHGAP11B,85,-0.08970628997047,-0.1014436792455043,-0.253354376800715,0.130950001058135,8.235294117647058,4996,69.83877785157901
PPFIBP2,85,-0.0896533449188514,-0.09628784551581784,-0.271032866626973,0.0961111281229707,4.705882352941177,4997,69.83273956886661
CFHR2,85,-0.0896383011896401,-0.08283955093294419,-0.270315683275836,0.106060951898106,5.88235294117647,4998,69.82670128615422
